user_id	post_name	u_interactions_f	u_text_f	u_topic_c	u_topic_o	u_sentiment_c	u_sentiment_f
1822	4934	75	115	1	[0.011038429103791714, 0.7792313694953918, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038430035114288, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714]	2	0.999335
1823	4933	62	266	10	[0.01380155049264431, 0.013801549561321735, 0.013801549561321735, 0.013801549561321735, 0.013801549561321735, 0.17554691433906555, 0.013801549561321735, 0.013801549561321735, 0.013801549561321735, 0.013801549561321735, 0.5622236132621765, 0.013801549561321735, 0.013801549561321735, 0.013801549561321735, 0.013801549561321735, 0.013801549561321735, 0.013801549561321735, 0.013801549561321735, 0.013801549561321735, 0.013801549561321735, 0.013801558874547482]	2	0.991857
1824	231	7	150	17	[0.017903702333569527, 0.01790373958647251, 0.017903702333569527, 0.017903702333569527, 0.017903702333569527, 0.017903706058859825, 0.017903702333569527, 0.07876608520746231, 0.09925051778554916, 0.017903702333569527, 0.017903702333569527, 0.017903702333569527, 0.017903702333569527, 0.017903702333569527, 0.017903722822666168, 0.017903702333569527, 0.20365256071090698, 0.2314291149377823, 0.017903702333569527, 0.017903702333569527, 0.10044240206480026]	0	0.998746
1825	4932	61	86	0	[0.199812650680542, 0.014212836511433125, 0.13112853467464447, 0.014212836511433125, 0.014212836511433125, 0.014212836511433125, 0.1001981645822525, 0.014212836511433125, 0.014212836511433125, 0.014212836511433125, 0.014212836511433125, 0.014212836511433125, 0.1480417102575302, 0.014212836511433125, 0.014212836511433125, 0.19341357052326202, 0.014212836511433125, 0.014212836511433125, 0.014212836511433125, 0.014212836511433125, 0.014212836511433125]	2	0.879079
1826	4931	80	404	19	[0.012061785906553268, 0.012061785906553268, 0.012061785906553268, 0.012061785906553268, 0.012061785906553268, 0.051329951733350754, 0.09956709295511246, 0.012061785906553268, 0.012061785906553268, 0.012061785906553268, 0.012061786837875843, 0.05338040739297867, 0.012061785906553268, 0.012061785906553268, 0.012061785906553268, 0.012061785906553268, 0.012061785906553268, 0.012061785906553268, 0.012061798945069313, 0.5906721353530884, 0.012061785906553268]	1	0.0
1827	229	6	49	10	[0.013725966215133667, 0.013725966215133667, 0.013725966215133667, 0.013725966215133667, 0.013725966215133667, 0.013725966215133667, 0.013725966215133667, 0.013725966215133667, 0.013725966215133667, 0.013725966215133667, 0.5432559251785278, 0.11469727009534836, 0.013725966215133667, 0.013725966215133667, 0.013725966215133667, 0.013725966215133667, 0.0949794203042984, 0.013725966215133667, 0.013725966215133667, 0.013725966215133667, 0.013725966215133667]	0	0.907025
1828	4930	71	115	1	[0.011038429103791714, 0.7792313694953918, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038430035114288, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714, 0.011038429103791714]	2	0.999335
1829	228	7	66	6	[0.013981618918478489, 0.013981618918478489, 0.013981618918478489, 0.013981618918478489, 0.013981618918478489, 0.013981618918478489, 0.4323062300682068, 0.013981618918478489, 0.1899251788854599, 0.013981618918478489, 0.013981618918478489, 0.013981618918478489, 0.013981618918478489, 0.013981618918478489, 0.013981618918478489, 0.013981618918478489, 0.013981618918478489, 0.013981618918478489, 0.013981618918478489, 0.013981618918478489, 0.12609942257404327]	1	0.0
1830	227	6	275	0	[0.25370967388153076, 0.018368959426879883, 0.08377561718225479, 0.018368806689977646, 0.018368806689977646, 0.018368806689977646, 0.018368978053331375, 0.018368806689977646, 0.018368806689977646, 0.01836893893778324, 0.018368856981396675, 0.018368806689977646, 0.01836881786584854, 0.018368806689977646, 0.018368806689977646, 0.20347994565963745, 0.01836896315217018, 0.09050731360912323, 0.018368806689977646, 0.018368810415267944, 0.0746258795261383]	2	0.977224
1831	4929	8	290	6	[0.01787891425192356, 0.01787891425192356, 0.01787891425192356, 0.0645153820514679, 0.01787891425192356, 0.01787891425192356, 0.25550103187561035, 0.01787891425192356, 0.01787891425192356, 0.01787891425192356, 0.12558132410049438, 0.25046074390411377, 0.01787891425192356, 0.01787891425192356, 0.01787891425192356, 0.01787891425192356, 0.01787891425192356, 0.01787891425192356, 0.01787891425192356, 0.01787891611456871, 0.01787891425192356]	2	0.999239
1832	4928	66	285	10	[0.015826981514692307, 0.015826981514692307, 0.015826981514692307, 0.015826981514692307, 0.015826981514692307, 0.015827154740691185, 0.18845438957214355, 0.015826981514692307, 0.015826981514692307, 0.015826981514692307, 0.35897964239120483, 0.015826981514692307, 0.015826981514692307, 0.015826981514692307, 0.015826981514692307, 0.015826981514692307, 0.015826981514692307, 0.015826981514692307, 0.015826988965272903, 0.12230236083269119, 0.061204779893159866]	2	0.995454
1833	4927	70	364	6	[0.017558077350258827, 0.017558077350258827, 0.01755829155445099, 0.017558077350258827, 0.017558079212903976, 0.01755811832845211, 0.47993984818458557, 0.017558077350258827, 0.017558159306645393, 0.017558077350258827, 0.017558079212903976, 0.017558110877871513, 0.017558077350258827, 0.017558079212903976, 0.017558077350258827, 0.017558077350258827, 0.017558077350258827, 0.12016737461090088, 0.08384694904088974, 0.017558082938194275, 0.017558077350258827]	2	0.984892
1834	4926	25	68	2	[0.015458825044333935, 0.015458825044333935, 0.49832379817962646, 0.015458825044333935, 0.015458825044333935, 0.015458825044333935, 0.20795848965644836, 0.015458825044333935, 0.015458825044333935, 0.015458825044333935, 0.015458825044333935, 0.015458825044333935, 0.015458825044333935, 0.015458825044333935, 0.015458825044333935, 0.015458825044333935, 0.015458825044333935, 0.015458825044333935, 0.015458825044333935, 0.015458825044333935, 0.015458825044333935]	2	0.999979
1835	4925	46	116	1	[0.011038430966436863, 0.7792314291000366, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863, 0.011038430966436863]	2	0.999335
1836	2619	8	74	16	[0.018118660897016525, 0.018118660897016525, 0.018118660897016525, 0.018118660897016525, 0.018118660897016525, 0.018118660897016525, 0.018118660897016525, 0.018118660897016525, 0.018118660897016525, 0.018118660897016525, 0.018118660897016525, 0.018118660897016525, 0.018118660897016525, 0.018118660897016525, 0.24684618413448334, 0.018118660897016525, 0.40889930725097656, 0.018118660897016525, 0.018118660897016525, 0.018118660897016525, 0.018118660897016525]	0	0.872967
1837	226	7	91	12	[0.012220822274684906, 0.012220822274684906, 0.012220822274684906, 0.012220822274684906, 0.1312253475189209, 0.0745464488863945, 0.012220822274684906, 0.012220822274684906, 0.012220824137330055, 0.012220822274684906, 0.012220822274684906, 0.012220822274684906, 0.4418239891529083, 0.012220822274684906, 0.012220822274684906, 0.01222082320600748, 0.14465022087097168, 0.012220822274684906, 0.012220822274684906, 0.012220822274684906, 0.012220822274684906]	0	0.896585
1838	225	12	50	16	[0.011828938499093056, 0.011828938499093056, 0.011828938499093056, 0.011828938499093056, 0.011828943155705929, 0.011828938499093056, 0.011828938499093056, 0.011828938499093056, 0.01182893943041563, 0.011828938499093056, 0.011828938499093056, 0.01182893943041563, 0.011828938499093056, 0.011828938499093056, 0.07272905111312866, 0.1302814781665802, 0.5840685963630676, 0.011828938499093056, 0.011828938499093056, 0.011828938499093056, 0.01182894129306078]	2	0.982299
1839	223	11	51	16	[0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.01704137586057186, 0.3715425729751587, 0.01704137586057186, 0.01704137586057186, 0.3046712875366211, 0.01704137586057186]	2	0.94301
1840	4924	83	60	6	[0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.3629379868507385, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.3589186668395996, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127]	2	0.999952
1841	224	16	35	10	[0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.44080010056495667, 0.2853536605834961, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073, 0.014412960037589073]	0	0.996614
1842	4923	74	364	6	[0.017558161169290543, 0.017558161169290543, 0.017558377236127853, 0.017558161169290543, 0.017558161169290543, 0.017558202147483826, 0.4799421429634094, 0.017558161169290543, 0.01755824312567711, 0.017558161169290543, 0.017558161169290543, 0.01755819283425808, 0.017558161169290543, 0.017558161169290543, 0.017558161169290543, 0.017558161169290543, 0.017558161169290543, 0.12016672641038895, 0.08384384214878082, 0.01755816675722599, 0.017558161169290543]	2	0.984892
1843	4922	73	285	10	[0.015826085582375526, 0.015826085582375526, 0.015826085582375526, 0.015826085582375526, 0.015826085582375526, 0.015826089307665825, 0.18807941675186157, 0.015826085582375526, 0.015826085582375526, 0.015826085582375526, 0.35933172702789307, 0.015826085582375526, 0.015826085582375526, 0.015826085582375526, 0.015826085582375526, 0.015826085582375526, 0.015826085582375526, 0.015826085582375526, 0.015826093032956123, 0.12229534238576889, 0.06125009059906006]	2	0.995454
1844	221	35	49	8	[0.01688554883003235, 0.01688554883003235, 0.01688554883003235, 0.01688554883003235, 0.01688554883003235, 0.01688554883003235, 0.01688554883003235, 0.01688554883003235, 0.2726826071739197, 0.01688554883003235, 0.01688554883003235, 0.2198038250207901, 0.01688554883003235, 0.01688554883003235, 0.20357368886470795, 0.01688554883003235, 0.01688554883003235, 0.01688554883003235, 0.01688554883003235, 0.01688554883003235, 0.01688554883003235]	0	0.775641
1845	4920	48	207	6	[0.0284348763525486, 0.0284348763525486, 0.0284348763525486, 0.20001032948493958, 0.0284348763525486, 0.0284348763525486, 0.25972700119018555, 0.0284348763525486, 0.0284348763525486, 0.0284348763525486, 0.028434885665774345, 0.0284348763525486, 0.0284348763525486, 0.0284348763525486, 0.0284348763525486, 0.0284348763525486, 0.0284348763525486, 0.0284348763525486, 0.0284348763525486, 0.0284348763525486, 0.0284348763525486]	2	0.954104
1846	4921	72	88	6	[0.01598888635635376, 0.23973242938518524, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376, 0.45647871494293213, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376, 0.01598888635635376]	2	0.928491
1847	220	7	59	18	[0.014084294438362122, 0.014084294438362122, 0.01408429630100727, 0.014084294438362122, 0.014084294438362122, 0.014084294438362122, 0.014084294438362122, 0.014084294438362122, 0.014084294438362122, 0.014084294438362122, 0.014084294438362122, 0.014084294438362122, 0.014084294438362122, 0.014084294438362122, 0.014084294438362122, 0.014084294438362122, 0.014084294438362122, 0.014084294438362122, 0.6471747756004333, 0.08522360771894455, 0.01408429630100727]	0	0.956711
1848	4919	48	60	6	[0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.3629379868507385, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.3589186370372772, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127, 0.01463912334293127]	2	0.999952
1849	4918	55	285	10	[0.015826119109988213, 0.015826119109988213, 0.015826119109988213, 0.015826119109988213, 0.015826119109988213, 0.01582612283527851, 0.18810196220874786, 0.015826119109988213, 0.015826119109988213, 0.015826119109988213, 0.3593100905418396, 0.015826119109988213, 0.015826119109988213, 0.015826119109988213, 0.015826119109988213, 0.015826119109988213, 0.015826119109988213, 0.015826119109988213, 0.01582612656056881, 0.12229578197002411, 0.06124810129404068]	2	0.995454
1850	219	12	35	4	[0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.7110995650291443, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051, 0.01444502454251051]	2	0.993031
1851	4917	67	74	20	[0.01337400358170271, 0.01337400358170271, 0.01337400358170271, 0.01337400358170271, 0.01337400358170271, 0.01337400358170271, 0.06488101184368134, 0.01337400358170271, 0.01337400358170271, 0.01337400358170271, 0.01337400358170271, 0.01337400358170271, 0.01337400358170271, 0.01337400358170271, 0.013374005444347858, 0.01337400358170271, 0.01337400358170271, 0.01337400358170271, 0.01337400358170271, 0.01337400358170271, 0.6810129284858704]	2	0.999107
1852	4916	71	60	16	[0.01629847288131714, 0.01629847288131714, 0.01629847288131714, 0.1710900217294693, 0.01629847288131714, 0.01629847288131714, 0.01629851944744587, 0.01629847288131714, 0.01629847288131714, 0.01629847288131714, 0.01629847288131714, 0.01629847288131714, 0.01629847288131714, 0.01629847288131714, 0.01629847288131714, 0.01629847288131714, 0.5192389488220215, 0.01629847288131714, 0.01629847288131714, 0.01629847288131714, 0.01629847288131714]	2	0.999465
1853	4914	36	78	6	[0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.7035447955131531, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395, 0.01482276152819395]	2	0.998366
1854	217	23	33	11	[0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.6642002463340759, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054, 0.016789985820651054]	0	0.997382
1855	4913	22	81	6	[0.012057830579578876, 0.012057830579578876, 0.012057830579578876, 0.012057830579578876, 0.012057830579578876, 0.012057830579578876, 0.3641049861907959, 0.012057830579578876, 0.012057830579578876, 0.012057830579578876, 0.09813760221004486, 0.012057830579578876, 0.012057830579578876, 0.012057830579578876, 0.3207164704799652, 0.012057830579578876, 0.012057830579578876, 0.012057830579578876, 0.012057830579578876, 0.012057830579578876, 0.012057830579578876]	2	0.99888
1856	4911	57	90	6	[0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.7706207633018494, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383, 0.011468959972262383]	2	0.991248
1857	4909	70	83	10	[0.01422944851219654, 0.01422944851219654, 0.01422944851219654, 0.01422944851219654, 0.01422944851219654, 0.01422944851219654, 0.11888108402490616, 0.01422944851219654, 0.01422944851219654, 0.01422944851219654, 0.6107593774795532, 0.01422944851219654, 0.01422944851219654, 0.01422944851219654, 0.01422944851219654, 0.01422944851219654, 0.01422944851219654, 0.01422944851219654, 0.01422944851219654, 0.01422944851219654, 0.01422944851219654]	2	0.999943
1858	4908	29	97	6	[0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.41281381249427795, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.012273638509213924, 0.35398703813552856]	2	0.999915
1859	4910	68	79	6	[0.015360656194388866, 0.015360656194388866, 0.015360656194388866, 0.015360656194388866, 0.24663114547729492, 0.015360656194388866, 0.461516410112381, 0.015360656194388866, 0.015360656194388866, 0.015360656194388866, 0.015360656194388866, 0.015360656194388866, 0.015360656194388866, 0.015360656194388866, 0.015360656194388866, 0.015360656194388866, 0.015360656194388866, 0.015360656194388866, 0.015360656194388866, 0.015360656194388866, 0.015360656194388866]	2	0.999438
1860	4907	71	59	12	[0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.2838232219219208, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.42451775074005127, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832]	2	0.999758
1861	4915	67	103	18	[0.011821325868368149, 0.011821325868368149, 0.011821325868368149, 0.011821325868368149, 0.011821325868368149, 0.011821325868368149, 0.32262977957725525, 0.011821325868368149, 0.011821325868368149, 0.011821325868368149, 0.011821325868368149, 0.011821325868368149, 0.011821325868368149, 0.011821325868368149, 0.011821325868368149, 0.011821325868368149, 0.011821325868368149, 0.011821325868368149, 0.4527650773525238, 0.011821325868368149, 0.011821325868368149]	2	0.999113
1862	64	9	60	16	[0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.7255882620811462, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837, 0.013720588758587837]	2	0.9989
1863	4906	57	103	18	[0.011821315623819828, 0.011821315623819828, 0.011821315623819828, 0.011821315623819828, 0.011821315623819828, 0.011821315623819828, 0.3225845992565155, 0.011821315623819828, 0.011821315623819828, 0.011821315623819828, 0.011821315623819828, 0.011821315623819828, 0.011821315623819828, 0.011821315623819828, 0.011821315623819828, 0.011821315623819828, 0.011821315623819828, 0.011821315623819828, 0.4528104364871979, 0.011821315623819828, 0.011821315623819828]	2	0.999113
1864	215	8	54	10	[0.01503897737711668, 0.01503897737711668, 0.01503897737711668, 0.01503897737711668, 0.01503897737711668, 0.01503897737711668, 0.01503897737711668, 0.01503897737711668, 0.01503897737711668, 0.01503897737711668, 0.39071935415267944, 0.01503897737711668, 0.01503897737711668, 0.01503897737711668, 0.015038978308439255, 0.01503897737711668, 0.01503897737711668, 0.01503897737711668, 0.3235400319099426, 0.01503897737711668, 0.01503897737711668]	0	0.999929
1865	4904	76	59	12	[0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.2838232219219208, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.42451775074005127, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832, 0.01535047683864832]	2	0.999758
1866	214	8	78	6	[0.013096820563077927, 0.013096820563077927, 0.013096821494400501, 0.013096820563077927, 0.013096820563077927, 0.013096820563077927, 0.738063633441925, 0.013096820563077927, 0.013096820563077927, 0.013096820563077927, 0.013096820563077927, 0.013096820563077927, 0.013096820563077927, 0.013096820563077927, 0.013096820563077927, 0.013096820563077927, 0.013096820563077927, 0.013096820563077927, 0.013096820563077927, 0.013096820563077927, 0.013096820563077927]	0	0.998591
1867	4903	55	91	18	[0.014412139542400837, 0.014412139542400837, 0.014412139542400837, 0.014412139542400837, 0.014412139542400837, 0.014412139542400837, 0.3427501618862152, 0.014412139542400837, 0.014412139542400837, 0.014412139542400837, 0.014412139542400837, 0.014412139542400837, 0.014412139542400837, 0.014412139542400837, 0.014412139542400837, 0.014412139542400837, 0.014412139542400837, 0.014412139542400837, 0.3834191560745239, 0.014412139542400837, 0.014412139542400837]	2	0.999986
1868	4902	46	65	6	[0.014435485936701298, 0.014435485936701298, 0.014435485936701298, 0.014435485936701298, 0.014435485936701298, 0.014435485936701298, 0.5179538130760193, 0.014435485936701298, 0.014435485936701298, 0.014435485936701298, 0.014435485936701298, 0.014435485936701298, 0.014435485936701298, 0.014435485936701298, 0.2077719271183014, 0.014435485936701298, 0.014435485936701298, 0.014435485936701298, 0.014435485936701298, 0.014435485936701298, 0.014435485936701298]	2	0.999741
1869	4905	71	74	20	[0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.06488354504108429, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.013373982161283493, 0.6810107827186584]	2	0.999107
1870	4901	86	56	1	[0.014894646592438221, 0.41602423787117004, 0.014894646592438221, 0.014894646592438221, 0.014894646592438221, 0.014894646592438221, 0.3009774684906006, 0.014894646592438221, 0.014894646592438221, 0.014894646592438221, 0.014894646592438221, 0.014894646592438221, 0.014894646592438221, 0.014894649386405945, 0.014894646592438221, 0.014894646592438221, 0.014894646592438221, 0.014894646592438221, 0.014894646592438221, 0.014894646592438221, 0.014894646592438221]	2	0.999846
1871	4900	71	92	12	[0.012979843653738499, 0.012979843653738499, 0.012979843653738499, 0.012979843653738499, 0.012979843653738499, 0.012979843653738499, 0.22727924585342407, 0.012979843653738499, 0.012979843653738499, 0.012979843653738499, 0.012979843653738499, 0.012979843653738499, 0.40691515803337097, 0.012979843653738499, 0.012979843653738499, 0.13216841220855713, 0.012979843653738499, 0.012979843653738499, 0.012979843653738499, 0.012979843653738499, 0.012979843653738499]	2	0.999605
1872	4898	22	63	19	[0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.08672402054071426, 0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.0167883038520813, 0.594298243522644, 0.0167883038520813]	2	0.999602
1873	213	8	36	0	[0.6413939595222473, 0.012977112084627151, 0.012977112084627151, 0.012977112084627151, 0.012977112084627151, 0.012977112084627151, 0.012977112084627151, 0.012977112084627151, 0.012977112084627151, 0.1120409220457077, 0.012977112084627151, 0.012977112084627151, 0.012977112084627151, 0.012977112084627151, 0.012977112084627151, 0.012977112084627151, 0.012977112084627151, 0.012977112084627151, 0.012977114878594875, 0.012977112084627151, 0.012977112084627151]	0	0.917957
1874	4899	77	95	6	[0.012245864607393742, 0.012245864607393742, 0.012245864607393742, 0.012245864607393742, 0.012245864607393742, 0.012245864607393742, 0.4172433018684387, 0.012245864607393742, 0.012245864607393742, 0.012245864607393742, 0.012245864607393742, 0.012245864607393742, 0.08513390272855759, 0.012245864607393742, 0.012245864607393742, 0.012245864607393742, 0.012245864607393742, 0.2771972417831421, 0.012245864607393742, 0.012245864607393742, 0.012245864607393742]	2	0.999993
1875	212	11	48	8	[0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.24272383749485016, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361, 0.03786380961537361]	2	0.816301
1876	4897	68	81	0	[0.513495683670044, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.2164708822965622, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676, 0.014212287962436676]	2	0.996251
1877	211	17	74	3	[0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.7525478601455688, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737, 0.012372609227895737]	1	0.0
1878	4895	79	370	0	[0.1963629573583603, 0.01448306255042553, 0.01448306255042553, 0.10093071311712265, 0.01448306255042553, 0.09337494522333145, 0.12905754148960114, 0.08976788818836212, 0.014483065344393253, 0.014483125880360603, 0.014483083970844746, 0.014483077451586723, 0.01448309700936079, 0.01448306255042553, 0.06126900389790535, 0.01448306255042553, 0.06746982783079147, 0.07348716259002686, 0.01448306255042553, 0.014483064413070679, 0.014483064413070679]	2	0.985874
1879	4894	82	81	0	[0.5135700106620789, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.21639661490917206, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378, 0.014212284237146378]	2	0.996251
1880	210	19	145	8	[0.020046120509505272, 0.020046120509505272, 0.020046120509505272, 0.020046120509505272, 0.020046120509505272, 0.020046120509505272, 0.020046120509505272, 0.020046120509505272, 0.39659953117370605, 0.020046120509505272, 0.02004612237215042, 0.020046120509505272, 0.020046120509505272, 0.020046120509505272, 0.13837067782878876, 0.020046120509505272, 0.020046120509505272, 0.020046120509505272, 0.020046120509505272, 0.020046129822731018, 0.1041996031999588]	0	0.999014
1881	4893	51	65	6	[0.014435485005378723, 0.014435485005378723, 0.014435485005378723, 0.014435485005378723, 0.014435485005378723, 0.014435485005378723, 0.5179539918899536, 0.014435485005378723, 0.014435485005378723, 0.014435485005378723, 0.014435485005378723, 0.014435485005378723, 0.014435485005378723, 0.014435485005378723, 0.20777173340320587, 0.014435485005378723, 0.014435485005378723, 0.014435485005378723, 0.014435485005378723, 0.014435485005378723, 0.014435485005378723]	2	0.999741
