user_id	post_name	u_interactions_f	u_text_f	u_topic_c	u_topic_o	u_sentiment_c	u_sentiment_f
393	6109	85	72	6	[0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.7077587842941284, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669, 0.014612061902880669]	2	0.99988
394	6106	67	67	6	[0.013107266277074814, 0.013107266277074814, 0.013107266277074814, 0.013107266277074814, 0.013107266277074814, 0.013107266277074814, 0.4391101002693176, 0.013107266277074814, 0.013107266277074814, 0.013107266277074814, 0.013107266277074814, 0.013107266277074814, 0.013107266277074814, 0.31185182929039, 0.013107266277074814, 0.013107266277074814, 0.013107266277074814, 0.013107266277074814, 0.013107266277074814, 0.013107266277074814, 0.013107266277074814]	2	0.99999
395	6105	73	72	6	[0.011933420784771442, 0.011933420784771442, 0.011933420784771442, 0.011933420784771442, 0.011933420784771442, 0.011933420784771442, 0.5123382210731506, 0.011933420784771442, 0.011933420784771442, 0.011933420784771442, 0.011933420784771442, 0.011933420784771442, 0.011933420784771442, 0.011933420784771442, 0.2609267830848694, 0.011933420784771442, 0.011933420784771442, 0.011933420784771442, 0.011933420784771442, 0.011933420784771442, 0.011933420784771442]	2	0.999569
396	6107	69	109	3	[0.016917504370212555, 0.016917504370212555, 0.016917504370212555, 0.4891233742237091, 0.016917504370212555, 0.016917504370212555, 0.016917506232857704, 0.016917504370212555, 0.016917504370212555, 0.016917504370212555, 0.016917504370212555, 0.18944399058818817, 0.016917545348405838, 0.016917504370212555, 0.016917504370212555, 0.016917504370212555, 0.016917504370212555, 0.016917504370212555, 0.016917504370212555, 0.016917504370212555, 0.016917504370212555]	2	0.99424
397	6104	71	63	6	[0.012395475059747696, 0.012395475059747696, 0.012395475059747696, 0.012395475059747696, 0.012395475059747696, 0.012395475059747696, 0.6472801566123962, 0.012395475059747696, 0.012395475059747696, 0.012395475059747696, 0.11720577627420425, 0.012395475059747696, 0.012395475059747696, 0.012395475059747696, 0.012395475059747696, 0.012395475059747696, 0.012395475059747696, 0.012395475059747696, 0.012395475059747696, 0.012395475059747696, 0.012395475059747696]	2	0.999965
398	6103	23	68	14	[0.01420313585549593, 0.01420313399285078, 0.01420313399285078, 0.01420313399285078, 0.01420313399285078, 0.01420313399285078, 0.06920962035655975, 0.01420313399285078, 0.01420313399285078, 0.01420313399285078, 0.01420313399285078, 0.01420313399285078, 0.01420313399285078, 0.01420313399285078, 0.6609308123588562, 0.01420313399285078, 0.01420313399285078, 0.01420313399285078, 0.01420313399285078, 0.01420313399285078, 0.01420313399285078]	2	0.999899
399	6101	65	154	0	[0.5607616901397705, 0.0159907303750515, 0.0159907303750515, 0.0159907303750515, 0.015990732237696648, 0.0159907303750515, 0.13541442155838013, 0.015990743413567543, 0.0159907303750515, 0.0159907303750515, 0.0159907303750515, 0.0159907303750515, 0.0159907303750515, 0.015990735962986946, 0.0159907303750515, 0.0159907303750515, 0.0159907303750515, 0.0159907303750515, 0.0159907303750515, 0.0159907303750515, 0.0159907303750515]	2	0.975132
400	6099	55	82	6	[0.013516442850232124, 0.013516442850232124, 0.013516442850232124, 0.013516442850232124, 0.013516442850232124, 0.013516442850232124, 0.40364953875541687, 0.013516442850232124, 0.013516442850232124, 0.013516442850232124, 0.013516442850232124, 0.339538037776947, 0.013516442850232124, 0.013516442850232124, 0.013516442850232124, 0.013516442850232124, 0.013516442850232124, 0.013516442850232124, 0.013516442850232124, 0.013516442850232124, 0.013516442850232124]	2	0.999979
401	6100	18	73	16	[0.015871139243245125, 0.015871139243245125, 0.015871139243245125, 0.015871139243245125, 0.015871139243245125, 0.015871139243245125, 0.015871139243245125, 0.10768549889326096, 0.015871139243245125, 0.015871139243245125, 0.015871139243245125, 0.015871139243245125, 0.015871139243245125, 0.015871139243245125, 0.015871139243245125, 0.015871139243245125, 0.5907629132270813, 0.015871139243245125, 0.015871139243245125, 0.015871139243245125, 0.015871139243245125]	2	0.999902
402	6098	63	106	6	[0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.7852698564529419, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696, 0.010736504569649696]	2	0.910253
403	6097	17	271	6	[0.023945508524775505, 0.023945508524775505, 0.023945508524775505, 0.023945508524775505, 0.023945508524775505, 0.023945508524775505, 0.34165698289871216, 0.023945508524775505, 0.023945508524775505, 0.023945508524775505, 0.023945508524775505, 0.023945508524775505, 0.023945508524775505, 0.023945508524775505, 0.023945508524775505, 0.023945508524775505, 0.023945508524775505, 0.08046268671751022, 0.14685960114002228, 0.023945508524775505, 0.0239470973610878]	2	0.991542
404	6096	71	95	0	[0.25233194231987, 0.015188627876341343, 0.015188627876341343, 0.015188627876341343, 0.015188627876341343, 0.015188627876341343, 0.17932525277137756, 0.015188627876341343, 0.015188627876341343, 0.015188627876341343, 0.015188627876341343, 0.015188628807663918, 0.015188627876341343, 0.015188627876341343, 0.015188627876341343, 0.08589078485965729, 0.015188627876341343, 0.015188627876341343, 0.015188627876341343, 0.015188627876341343, 0.2242453545331955]	2	0.999513
405	873	5	396	20	[0.012322288006544113, 0.012322288006544113, 0.012322288006544113, 0.012322288006544113, 0.012322288006544113, 0.012322288006544113, 0.012322288006544113, 0.012322288006544113, 0.012322288006544113, 0.012322544120252132, 0.012322288006544113, 0.012322288006544113, 0.012322288006544113, 0.012322288006544113, 0.012322288006544113, 0.012322288006544113, 0.012322288006544113, 0.012322288006544113, 0.01232230942696333, 0.012322288006544113, 0.7535539269447327]	2	0.999874
406	522	5	59	15	[0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.14882275462150574, 0.566201388835907, 0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.012725114822387695, 0.05592380091547966]	0	0.779231
407	6091	74	62	19	[0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.22542189061641693, 0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.019243765622377396, 0.40894654393196106, 0.019243765622377396]	2	0.999917
408	6090	42	110	4	[0.010754196904599667, 0.010754196904599667, 0.010754196904599667, 0.010754196904599667, 0.4137057363986969, 0.010754196904599667, 0.3178463578224182, 0.010754196904599667, 0.010754196904599667, 0.010754196904599667, 0.010754196904599667, 0.010754196904599667, 0.010754196904599667, 0.010754196904599667, 0.010754196904599667, 0.010754196904599667, 0.010754196904599667, 0.010754196904599667, 0.07487238943576813, 0.010754196904599667, 0.010754196904599667]	2	0.999994
409	6095	76	70	15	[0.014355230145156384, 0.014355230145156384, 0.014355230145156384, 0.014355230145156384, 0.014355230145156384, 0.014355230145156384, 0.23991145193576813, 0.014355230145156384, 0.014355230145156384, 0.014355230145156384, 0.014355230145156384, 0.014355230145156384, 0.014355230145156384, 0.014355230145156384, 0.014355230145156384, 0.48733916878700256, 0.014355230145156384, 0.014355230145156384, 0.014355230145156384, 0.014355230145156384, 0.014355230145156384]	2	0.999473
410	6089	69	75	6	[0.015275242738425732, 0.015275242738425732, 0.015275242738425732, 0.015275242738425732, 0.015275242738425732, 0.015275242738425732, 0.2866053879261017, 0.015275242738425732, 0.015275242738425732, 0.015275242738425732, 0.015275242738425732, 0.2599402070045471, 0.015275242738425732, 0.015275242738425732, 0.015275242738425732, 0.015275242738425732, 0.17850004136562347, 0.015275242738425732, 0.015275242738425732, 0.015275242738425732, 0.015275242738425732]	2	0.9997
411	6088	77	79	11	[0.011149344965815544, 0.011149344965815544, 0.011149344965815544, 0.011149344965815544, 0.011149344965815544, 0.011149344965815544, 0.1349780261516571, 0.011149344965815544, 0.011149344965815544, 0.011149344965815544, 0.13235583901405334, 0.5319779515266418, 0.011149344965815544, 0.011149344965815544, 0.011149344965815544, 0.011149344965815544, 0.011149344965815544, 0.011149344965815544, 0.011149344965815544, 0.011149344965815544, 0.011149344965815544]	2	0.999933
412	6087	80	70	14	[0.01503066811710596, 0.01503066811710596, 0.01503066811710596, 0.01503066811710596, 0.01503066811710596, 0.01503066811710596, 0.2902037501335144, 0.01503066811710596, 0.01503066811710596, 0.01503066811710596, 0.01503066811710596, 0.01503066811710596, 0.01503066811710596, 0.01503066811710596, 0.42421355843544006, 0.01503066811710596, 0.01503066811710596, 0.01503066811710596, 0.01503066811710596, 0.01503066811710596, 0.01503066811710596]	2	0.999701
413	6094	73	104	6	[0.012708321213722229, 0.012708321213722229, 0.012708321213722229, 0.012708321213722229, 0.012708321213722229, 0.012708321213722229, 0.5607683062553406, 0.012708321213722229, 0.012708321213722229, 0.012708321213722229, 0.012708321213722229, 0.07432281970977783, 0.012708321213722229, 0.012708321213722229, 0.13615907728672028, 0.012708321213722229, 0.012708321213722229, 0.012708321213722229, 0.012708321213722229, 0.012708321213722229, 0.012708321213722229]	2	0.999916
414	6085	44	78	6	[0.012289276346564293, 0.012289276346564293, 0.012289276346564293, 0.012289276346564293, 0.012289276346564293, 0.012289276346564293, 0.5203742384910583, 0.012289276346564293, 0.012289276346564293, 0.012289276346564293, 0.012289276346564293, 0.24612949788570404, 0.012289276346564293, 0.012289276346564293, 0.012289276346564293, 0.012289276346564293, 0.012289276346564293, 0.012289276346564293, 0.012289276346564293, 0.012289276346564293, 0.012289276346564293]	2	0.999574
415	6086	69	265	12	[0.012824180535972118, 0.012824180535972118, 0.012824180535972118, 0.012824180535972118, 0.012824180535972118, 0.012824182398617268, 0.1629703789949417, 0.012824180535972118, 0.012824180535972118, 0.012824180535972118, 0.0805148035287857, 0.012824180535972118, 0.3516826927661896, 0.012824180535972118, 0.08330365270376205, 0.05191265046596527, 0.012824180535972118, 0.012824486941099167, 0.012824180535972118, 0.0772528126835823, 0.012824180535972118]	2	0.968166
416	6082	67	102	6	[0.013192855753004551, 0.013192855753004551, 0.013192855753004551, 0.17311672866344452, 0.013192855753004551, 0.013192855753004551, 0.2820594310760498, 0.013192855753004551, 0.013192855753004551, 0.013192855753004551, 0.013192855753004551, 0.013192855753004551, 0.013192855753004551, 0.013192855753004551, 0.013192855753004551, 0.14419688284397125, 0.013192855753004551, 0.013192855753004551, 0.17634841799736023, 0.013192855753004551, 0.013192855753004551]	2	0.999912
417	6083	65	133	6	[0.01155692245811224, 0.01155692245811224, 0.01155692245811224, 0.08524549007415771, 0.01155692245811224, 0.01155692245811224, 0.6106520891189575, 0.01155692245811224, 0.01155692245811224, 0.01155692245811224, 0.01155692245811224, 0.01155692245811224, 0.01155692245811224, 0.09607785195112228, 0.01155692245811224, 0.01155692245811224, 0.01155692245811224, 0.01155692245811224, 0.01155692245811224, 0.01155692245811224, 0.01155692245811224]	2	0.999964
418	6079	81	76	6	[0.013546884059906006, 0.013546884059906006, 0.013546884059906006, 0.013546884059906006, 0.013546884059906006, 0.013546884059906006, 0.38555553555488586, 0.013546884059906006, 0.3570536971092224, 0.013546884059906006, 0.013546884059906006, 0.013546884059906006, 0.013546884059906006, 0.013546884059906006, 0.013546884059906006, 0.013546884059906006, 0.013546884059906006, 0.013546884059906006, 0.013546884059906006, 0.013546884059906006, 0.013546884059906006]	2	0.999944
419	6078	7	352	1	[0.023497113958001137, 0.3441527187824249, 0.023497112095355988, 0.023497112095355988, 0.023497113958001137, 0.02349713444709778, 0.17537523806095123, 0.023497112095355988, 0.0234972033649683, 0.023497262969613075, 0.02349713258445263, 0.02349713072180748, 0.02349712885916233, 0.023497112095355988, 0.023497112095355988, 0.023497112095355988, 0.023497112095355988, 0.023497112095355988, 0.023497121408581734, 0.023497112095355988, 0.057523731142282486]	2	0.818523
420	6077	14	79	16	[0.014369457960128784, 0.014369457960128784, 0.014369457960128784, 0.014369457960128784, 0.014369457960128784, 0.014369457960128784, 0.014369462616741657, 0.13648565113544464, 0.014369457960128784, 0.014369457960128784, 0.014369457960128784, 0.014369457960128784, 0.014369457960128784, 0.014369457960128784, 0.014369457960128784, 0.014369457960128784, 0.5904946327209473, 0.014369457960128784, 0.014369457960128784, 0.014369457960128784, 0.014369457960128784]	2	0.99967
421	6074	31	79	5	[0.013054493814706802, 0.013054493814706802, 0.013054493814706802, 0.013054493814706802, 0.0886598452925682, 0.4240370988845825, 0.25232213735580444, 0.013054493814706802, 0.013054493814706802, 0.013054493814706802, 0.013054493814706802, 0.013054493814706802, 0.013054493814706802, 0.013054493814706802, 0.013054493814706802, 0.013054493814706802, 0.013054493814706802, 0.013054493814706802, 0.013054493814706802, 0.013054493814706802, 0.013054493814706802]	2	0.999459
422	6084	45	82	18	[0.012905885465443134, 0.012905885465443134, 0.012905885465443134, 0.012905885465443134, 0.012905885465443134, 0.012905885465443134, 0.28456026315689087, 0.012905885465443134, 0.012905885465443134, 0.012905885465443134, 0.012905885465443134, 0.012905885465443134, 0.07947254180908203, 0.012905885465443134, 0.012905885465443134, 0.012905885465443134, 0.012905885465443134, 0.012905885465443134, 0.40366125106811523, 0.012905885465443134, 0.012905885465443134]	2	0.999958
423	6093	74	78	6	[0.014448228292167187, 0.014448228292167187, 0.014448228292167187, 0.23250778019428253, 0.014448228292167187, 0.1590195894241333, 0.34840452671051025, 0.014448228292167187, 0.014448228292167187, 0.014448228292167187, 0.014448228292167187, 0.014448228292167187, 0.014448228292167187, 0.014448228292167187, 0.014448228292167187, 0.014448228292167187, 0.014448228292167187, 0.014448228292167187, 0.014448228292167187, 0.014448228292167187, 0.014448228292167187]	2	0.999954
424	6073	36	105	6	[0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742928117513657, 0.6451414823532104, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507, 0.017742926254868507]	2	0.999983
425	6072	22	82	6	[0.013643255457282066, 0.013643253594636917, 0.013643253594636917, 0.013643253594636917, 0.07839514315128326, 0.013643253594636917, 0.5831838250160217, 0.013643253594636917, 0.013643253594636917, 0.013643253594636917, 0.013643255457282066, 0.013643253594636917, 0.013643253594636917, 0.013643253594636917, 0.013643253594636917, 0.013643253594636917, 0.013643253594636917, 0.013643253594636917, 0.013643253594636917, 0.013643253594636917, 0.09284243732690811]	2	0.999988
