item_id	i_posts_f	i_interactions_f	i_friends_f	i_topic_o	i_topic1_c	i_topic1_f	i_topic2_c	i_topic2_f
5176	0	9	130.0	[0.0697510904735989, 0.03370804267211093, 0.0146830128505826, 0.0146830128505826, 0.03653922521819671, 0.040469284583297044, 0.3160618237323231, 0.026507556128005188, 0.019743847867680922, 0.067272933303482, 0.08742827125307587, 0.014683014299306605, 0.0146830128505826, 0.039733388357692294, 0.0720205819234252, 0.014683019473320909, 0.0146830128505826, 0.01468302650998036, 0.017029571760859754, 0.03902785904291603, 0.0146830128505826]	6.0	0.3160618237323231	10.0	0.08742827125307587
5177	0	5	130.0	[0.09755226243287325, 0.014071233570575714, 0.014071233570575714, 0.271591622941196, 0.014071234688162803, 0.014071233570575714, 0.33082102686166764, 0.014071233570575714, 0.03813119698315859, 0.014071233570575714, 0.014071233570575714, 0.036764169484376906, 0.014071233570575714, 0.014071233570575714, 0.014071233570575714, 0.014071233570575714, 0.014071233570575714, 0.014071233570575714, 0.014071233570575714, 0.014071233570575714, 0.014071233570575714]	6.0	0.33082102686166764	3.0	0.271591622941196
5178	0	7	1011.0	[0.10139191310320582, 0.015762335886912688, 0.015762335886912688, 0.015762335886912688, 0.015762335886912688, 0.015762335886912688, 0.25020049938133787, 0.015762335886912688, 0.015762335886912688, 0.015762335886912688, 0.07930709980428219, 0.015762335886912688, 0.06707298316593681, 0.11087727999048573, 0.015762335886912688, 0.015762335886912688, 0.015762335886912688, 0.015762335886912688, 0.07451758719980717, 0.015762335886912688, 0.09595993334161383]	6.0	0.25020049938133787	13.0	0.11087727999048573
5179	0	5	3051.0	[0.08884562514722347, 0.01574826817959547, 0.015748311392962934, 0.03390839211642742, 0.01574826817959547, 0.015748276375234127, 0.27266038991510866, 0.0679307546466589, 0.015748284570872784, 0.01574826817959547, 0.01574826817959547, 0.029601898975670338, 0.1799418291077018, 0.01574826817959547, 0.01574826817959547, 0.01574826817959547, 0.01574826817959547, 0.03626998122781515, 0.0861135521903634, 0.01574826929718256, 0.01574826817959547]	6.0	0.27266038991510866	12.0	0.1799418291077018
5180	0	15	4582.0	[0.05325906363626321, 0.042857141544421516, 0.015791477262973787, 0.059157560517390566, 0.015791477262973787, 0.015791477014621098, 0.3215194946775834, 0.026923459519942603, 0.020700048903624216, 0.030743121107419332, 0.045577590664227806, 0.01579147713879744, 0.03973644574483236, 0.015791477014621098, 0.07317115981131792, 0.025180598845084508, 0.0873137068003416, 0.04752878254900376, 0.015791481360793114, 0.015791477014621098, 0.01579147738715013]	6.0	0.3215194946775834	16.0	0.0873137068003416
5181	0	9	1076.0	[0.06054568559759193, 0.038304245099425316, 0.013832871284749772, 0.08322135452181101, 0.013832871284749772, 0.0532586933631036, 0.18822359355787435, 0.013832871284749772, 0.06934498209092352, 0.03539650245673127, 0.052747797634866506, 0.05394168756902218, 0.05374115250176854, 0.03254647687491444, 0.04263321196453439, 0.013832871284749772, 0.060373198344475694, 0.058897273097601205, 0.01383287138823006, 0.013832871491710344, 0.03382693096581432]	6.0	0.18822359355787435	3.0	0.08322135452181101
5182	0	9	3749.0	[0.027879960731499724, 0.015256037625173727, 0.015256035141646862, 0.07347704087280565, 0.015256035141646862, 0.037117359331912465, 0.2685547593153185, 0.07553886228965388, 0.015256034727725718, 0.015256034727725718, 0.0366990455529756, 0.09890318423923519, 0.078084922188686, 0.027513287030160427, 0.0587174262230595, 0.015256034727725718, 0.05997260297752089, 0.020237222624321777, 0.015256041971345743, 0.015256034727725718, 0.015256035141646862]	6.0	0.2685547593153185	11.0	0.09890318423923519
5183	0	15	391.0	[0.020055030658841132, 0.014850171655416489, 0.01485316480199496, 0.020753234376509985, 0.014850171655416489, 0.046837955402831234, 0.33947161535422005, 0.08061366950472196, 0.014850201768179734, 0.014850171655416489, 0.031436143442988396, 0.07108406821886698, 0.023781739982465903, 0.0411489915723602, 0.03772006003806989, 0.04697231302658717, 0.05648411487539609, 0.01485017171750466, 0.034041913039982316, 0.045644924665490784, 0.014850172400474548]	6.0	0.33947161535422005	7.0	0.08061366950472196
5184	0	26	611.0	[0.03117845468939497, 0.020260821275699597, 0.013714865172425142, 0.07475504239734548, 0.03400933180147639, 0.039376563822420746, 0.27372017334430265, 0.030811218401560418, 0.018824694928928062, 0.016609706772634618, 0.087151169597816, 0.04960803515636004, 0.06484666194480199, 0.013714865172425142, 0.04384602634952618, 0.013714865172425142, 0.023523876049484197, 0.019662380648347046, 0.07748866811967813, 0.013714865315705538, 0.033530768687621906]	6.0	0.27372017334430265	10.0	0.087151169597816
5185	0	5	214.0	[0.01546923890709877, 0.01546923890709877, 0.01546923890709877, 0.06479383893311023, 0.01546923890709877, 0.03390193339437246, 0.35043573677539824, 0.1043702756986022, 0.01546923890709877, 0.01546923890709877, 0.01546923890709877, 0.01546923890709877, 0.06147825978696346, 0.11861771903932095, 0.04983289800584316, 0.01546923890709877, 0.01546923890709877, 0.01546923890709877, 0.01546923890709877, 0.01546923890709877, 0.01546923890709877]	6.0	0.35043573677539824	13.0	0.11861771903932095
5186	0	5	125.0	[0.014812587387859821, 0.014812587387859821, 0.014812587387859821, 0.014812587387859821, 0.014812587387859821, 0.03324528206139803, 0.16268847398459912, 0.10371362417936325, 0.02986198980361223, 0.014812587387859821, 0.04601239953190088, 0.2251361643895507, 0.10296344626694917, 0.014812587387859821, 0.09304309189319611, 0.014812587387859821, 0.014819585345685482, 0.014812592044472694, 0.025577452965080738, 0.014812588505446912, 0.014812587387859821]	11.0	0.2251361643895507	6.0	0.16268847398459912
5187	0	5	533.0	[0.037709915079176426, 0.013946851342916488, 0.013946851342916488, 0.06965403184294701, 0.013946851342916488, 0.03237954583019018, 0.3079513546079397, 0.10284788813441992, 0.013946851342916488, 0.013946851342916488, 0.013946851342916488, 0.013946851342916488, 0.029124917462468147, 0.013946851342916488, 0.1721799498423934, 0.05489840991795063, 0.013946851342916488, 0.013946851342916488, 0.013946851342916488, 0.0258917648345232, 0.013946851342916488]	6.0	0.3079513546079397	14.0	0.1721799498423934
5188	0	22	1069.0	[0.050889987371523275, 0.06170456522059711, 0.01948884218423204, 0.016138782851736654, 0.07083233437416228, 0.041786242022433064, 0.2601612688211555, 0.05479577827182683, 0.022204643665728243, 0.02496028687296943, 0.05993825239552693, 0.04537624277343804, 0.016138783148066563, 0.06887221708893776, 0.04108199896290898, 0.016138782767070967, 0.016138782936402342, 0.016138782767070967, 0.0602978840470314, 0.016138782767070967, 0.02077676368538629]	6.0	0.2601612688211555	4.0	0.07083233437416228
5189	0	5	885.0	[0.1547756977379322, 0.06023607775568962, 0.015487369149923325, 0.015487369149923325, 0.015487369149923325, 0.03392006363719702, 0.27275336235761644, 0.10438840594142676, 0.015487369149923325, 0.015487369149923325, 0.015487369149923325, 0.0535065732896328, 0.015487369149923325, 0.015487369336187839, 0.015487369149923325, 0.015487369149923325, 0.05902841612696648, 0.06005560029298067, 0.015487369149923325, 0.015487369149923325, 0.015487369149923325]	6.0	0.27275336235761644	0.0	0.1547756977379322
5190	0	11	553.0	[0.05635362457145344, 0.014463550157167694, 0.04927464693107388, 0.03978499583899975, 0.014463550157167694, 0.02284204765138301, 0.37620470198717987, 0.0548731123351238, 0.014463550157167694, 0.04865261988545006, 0.05490112719549374, 0.014463550157167694, 0.06350562221963298, 0.014463550241833384, 0.014463550157167694, 0.014463550157167694, 0.014463550157167694, 0.07450844550674612, 0.014463550157167694, 0.014463550157167694, 0.014463550157167694]	6.0	0.37620470198717987	17.0	0.07450844550674612
5191	0	6	230.0	[0.013991188102712234, 0.013991188102712234, 0.013991188102712234, 0.15675369075809917, 0.03871758080398043, 0.013991188102712234, 0.2117832701963683, 0.09686325055857499, 0.013991188102712234, 0.013991188102712234, 0.013991188102712234, 0.1394619021254281, 0.013991188257932663, 0.013991188102712234, 0.013991188102712234, 0.027216012744853895, 0.013991188102712234, 0.03976380033418536, 0.013991188102712234, 0.013991188102712234, 0.10755505179986358]	6.0	0.2117832701963683	3.0	0.15675369075809917
5192	0	5	234.0	[0.011405771039426327, 0.011405771039426327, 0.011405771039426327, 0.011405771039426327, 0.041295504197478294, 0.011405771039426327, 0.24579472057521343, 0.011405771039426327, 0.011405771039426327, 0.04353001825511456, 0.011405771225690841, 0.011405771039426327, 0.07282994892448187, 0.011405771039426327, 0.08721259888261557, 0.16350077819079162, 0.011405771039426327, 0.0581790504977107, 0.08891686704009771, 0.03033966924995184, 0.011405771411955357]	6.0	0.24579472057521343	15.0	0.16350077819079162
5193	0	7	1089.0	[0.014539369781102453, 0.014539369781102453, 0.014539369781102453, 0.014539369781102453, 0.014539369781102453, 0.014539369781102453, 0.36451502570084165, 0.014539369781102453, 0.014539369781102453, 0.014539369781102453, 0.014539369781102453, 0.04075415459062372, 0.10190367139875889, 0.014539369781102453, 0.06868710315653256, 0.014539369781102453, 0.11131254157849721, 0.014539369781102453, 0.014539369781102453, 0.014539369781102453, 0.09473696736884969]	6.0	0.36451502570084165	16.0	0.11131254157849721
5194	0	7	566.0	[0.014982620520251138, 0.0548772362193891, 0.03380917278783662, 0.029424930257456645, 0.03884425067475864, 0.01498262770473957, 0.19935894065669604, 0.04029297296489988, 0.014982622915080615, 0.014982620520251138, 0.07100114173122815, 0.03846582317990916, 0.02630080229469708, 0.014982620520251138, 0.12327561527490616, 0.014982620520251138, 0.11524334789386817, 0.014982621318527631, 0.09425631484815053, 0.014982636219688825, 0.01498846975820405]	6.0	0.19935894065669604	14.0	0.12327561527490616
5195	0	7	3906.0	[0.04557626015905823, 0.12208244151302747, 0.015590277500450611, 0.015590277500450611, 0.015590277500450611, 0.08430237708879369, 0.2247439082711935, 0.015590277500450611, 0.015590277899588858, 0.015590277500450611, 0.015590277500450611, 0.015590277500450611, 0.015590277500450611, 0.015590277500450611, 0.06973801087588072, 0.015590277500450611, 0.07592998032591172, 0.15936313423195056, 0.015590277500450611, 0.015590277500450611, 0.015590277633496694]	6.0	0.2247439082711935	17.0	0.15936313423195056
5196	0	27	104.0	[0.018712227646675374, 0.04191986395529023, 0.01526673165736375, 0.05423797984366064, 0.039864577180533496, 0.02030456000594077, 0.24176436504004178, 0.02958847327088868, 0.024932139587623102, 0.028571008359668432, 0.04784612057523595, 0.05665357962802604, 0.02652511652559042, 0.016661034621022367, 0.07815866651772349, 0.016936491209047812, 0.037741064438941305, 0.07052617351076117, 0.032262076175323236, 0.03238660138514307, 0.06342407850617612]	6.0	0.24176436504004178	14.0	0.07815866651772349
5197	0	9	2470.0	[0.030217418240176305, 0.025167706629468337, 0.061179124232795506, 0.06550136146446069, 0.017015708403454885, 0.017015715026193194, 0.2760018368975984, 0.017015720614128642, 0.017015748967727024, 0.01701573882665899, 0.027263589203357697, 0.017015708403454885, 0.04257631198399597, 0.017015708403454885, 0.08845143371986018, 0.07642742587874334, 0.017015726615985233, 0.017015710059139464, 0.01701571150786347, 0.12004088579366605, 0.017015708403454885]	6.0	0.2760018368975984	19.0	0.12004088579366605
5198	0	20	264.0	[0.06890257936902344, 0.08246357529424131, 0.02099147825501859, 0.04742736709304154, 0.0327712734695524, 0.02457765704020858, 0.1883273334708065, 0.03031801856122911, 0.01440218547359109, 0.028771894797682763, 0.05499694696627557, 0.030839488375931978, 0.014402186824008822, 0.022823307709768415, 0.08124009864404798, 0.027270340453833343, 0.07054771245457232, 0.03468116638250649, 0.045621574157848954, 0.0466075231321156, 0.03201628429815173]	6.0	0.1883273334708065	1.0	0.08246357529424131
5199	0	12	386.0	[0.033712513434390225, 0.03264044442524513, 0.015992519445717335, 0.13714755714560548, 0.03507923133050402, 0.015992519445717335, 0.2541528091921161, 0.015992519445717335, 0.015992519445717335, 0.08504996898894508, 0.0352703284782668, 0.058658533884833254, 0.015992519445717335, 0.03100592115273078, 0.022091200730452936, 0.015992519445717335, 0.04785237849379579, 0.05325262931485971, 0.04614632250741124, 0.015992519445717335, 0.015992519445717335]	6.0	0.2541528091921161	3.0	0.13714755714560548
5200	0	10	498.0	[0.043703153543174264, 0.013020519446581603, 0.027160705346614123, 0.06189769944176078, 0.07780641857534647, 0.01302051953971386, 0.28613656098023055, 0.013020519446581603, 0.013020519446581603, 0.013020519446581603, 0.01302051953971386, 0.11720258034765721, 0.013020519446581603, 0.019366188999265434, 0.018879557307809592, 0.013020519446581603, 0.02051532780751586, 0.028484082221984862, 0.16255318811163305, 0.019109863694757222, 0.013020519446581603]	6.0	0.28613656098023055	18.0	0.16255318811163305
5201	0	6	1354.0	[0.03249348591392239, 0.012690925194571415, 0.012690925194571415, 0.059113575611263514, 0.012690925194571415, 0.012690929230302572, 0.4729683647553126, 0.012690925194571415, 0.11179024213925004, 0.08852015777180593, 0.025492159960170586, 0.012690925194571415, 0.012690925194571415, 0.012690925194571415, 0.031949050879726805, 0.012690925194571415, 0.012690925194571415, 0.012690935439119736, 0.012690925194571415, 0.012690925815453133, 0.012690925194571415]	6.0	0.4729683647553126	8.0	0.11179024213925004
5202	0	6	856.0	[0.047909653590371214, 0.014035980682820082, 0.014035981303701798, 0.06045863109951218, 0.05644938830907146, 0.014035980682820082, 0.2607729397714138, 0.03038387792184949, 0.014035980682820082, 0.014035980682820082, 0.09443407226353884, 0.030969837525238592, 0.04118206941833099, 0.014035980682820082, 0.13292091634745398, 0.01403598083804051, 0.07250010905166467, 0.02146260378261407, 0.024232059717178345, 0.014035980682820082, 0.014035981614142656]	6.0	0.2607729397714138	14.0	0.13292091634745398
5203	0	5	864.0	[0.037795058079063894, 0.01403199452906847, 0.01403199452906847, 0.06973917502909899, 0.03968507889658213, 0.014032004587352275, 0.398046837374568, 0.04946648124605417, 0.0140319949015975, 0.01403199452906847, 0.06628963593393564, 0.047779658995568755, 0.02987744901329279, 0.0929284542798996, 0.01403199676424265, 0.01403199452906847, 0.014031998254358769, 0.01403199564665556, 0.01403199452906847, 0.014032016508281231, 0.014040183462202548]	6.0	0.398046837374568	13.0	0.0929284542798996
5204	0	16	683.0	[0.04284597228979692, 0.04881871258839965, 0.026036402268800884, 0.07643299642950296, 0.03199530619895086, 0.03037801483878866, 0.23748678172705695, 0.06288957077777013, 0.014293086249381304, 0.014293090032879263, 0.0655386372236535, 0.019493413856253028, 0.019607678521424532, 0.03242305986350402, 0.03139820275828242, 0.04771217907546088, 0.08175320248119533, 0.02183872158639133, 0.04046932654455304, 0.031072590267285705, 0.023223042953759432]	6.0	0.23748678172705695	16.0	0.08175320248119533
5205	0	11	584.0	[0.01402573050423102, 0.07038693053817208, 0.019406984306194565, 0.01402573050423102, 0.02568622458387505, 0.041632759469476616, 0.22755713540722022, 0.04943233372812921, 0.018795795738697052, 0.01402573050423102, 0.1182034919038415, 0.014025730588896708, 0.05561689075759866, 0.01402573050423102, 0.01402573592283509, 0.01402573050423102, 0.10361597179011865, 0.08066950772296298, 0.01402573109689084, 0.052857883274555206, 0.02393223802474412]	6.0	0.22755713540722022	10.0	0.1182034919038415
5206	0	5	2665.0	[0.014932185970246791, 0.014932186715304852, 0.014932184666395187, 0.014932186342775822, 0.04058526903390884, 0.12710751593112946, 0.11731740590184928, 0.08226734213531017, 0.014932196401059628, 0.014932184666395187, 0.13025760389864444, 0.014932186342775822, 0.05525922179222107, 0.014932185038924217, 0.15627201590687037, 0.014932185411453247, 0.055299495533108714, 0.056439680978655815, 0.014932185970246791, 0.014932206645607949, 0.014940379932522774]	14.0	0.15627201590687037	10.0	0.13025760389864444
5207	0	20	668.0	[0.04639191310852766, 0.06998779335990549, 0.01930589582771063, 0.03450537985190749, 0.03251555459573865, 0.04237987133674324, 0.23114950628951192, 0.022236882150173186, 0.058287714840844274, 0.013378260331228376, 0.04066188782453537, 0.06435798918828368, 0.03614289276301861, 0.01337826019152999, 0.03410507938824594, 0.01337826019152999, 0.047928577614948155, 0.02886515399441123, 0.09439518679864704, 0.03349268911406398, 0.015136857982724905]	6.0	0.23114950628951192	18.0	0.09439518679864704
