item_id	i_posts_f	i_interactions_f	i_friends_f	i_topic_o	i_topic1_c	i_topic1_f	i_topic2_c	i_topic2_f
5120	0	7	873.0	[0.01289081759750843, 0.01289081759750843, 0.025123687461018562, 0.01289081759750843, 0.01289081759750843, 0.037134209381682534, 0.1828622492030263, 0.023954758420586586, 0.012890817730554513, 0.01289081759750843, 0.1026407488222633, 0.18549074618411915, 0.01289081759750843, 0.012890817730554513, 0.01289081759750843, 0.01289081759750843, 0.05557377942438636, 0.1341492546988385, 0.0803533105977944, 0.030918251856097152, 0.01289081759750843]	11.0	0.18549074618411915	6.0	0.1828622492030263
5121	0	12	485.0	[0.02477379810685913, 0.050764847469205655, 0.04922337356644372, 0.05076076866437992, 0.015305853604028622, 0.04203421032677094, 0.2960642946418375, 0.0468622501163433, 0.028038138601308066, 0.015305853604028622, 0.05771044990979135, 0.02805526026835044, 0.015305853604028622, 0.027111639035865664, 0.11038347760525842, 0.015305853604028622, 0.036342648323625326, 0.034794720044980444, 0.02524499672775467, 0.015305853604028622, 0.015305853604028622]	6.0	0.2960642946418375	14.0	0.11038347760525842
5122	0	16	840.0	[0.024029851716477424, 0.017728961945977062, 0.05435316514922306, 0.018795757612679154, 0.04440106323454529, 0.024902561912313104, 0.2701136060641147, 0.030053951661102474, 0.02838621154660359, 0.015462777111679316, 0.06909856910351664, 0.041795372555498034, 0.017617786244954914, 0.015462777810171247, 0.022359276132192463, 0.06696306925732642, 0.12705479230498895, 0.015462777577340603, 0.0571715219411999, 0.018356391927227378, 0.020429746131412685]	6.0	0.2701136060641147	16.0	0.12705479230498895
5123	0	5	476.0	[0.014769948460161686, 0.014769961498677731, 0.08611158225685359, 0.014769949577748775, 0.0491041311994195, 0.04169444534927606, 0.15162386428564786, 0.027516604401171207, 0.014769948460161686, 0.014769948460161686, 0.05839099455624819, 0.1653519717976451, 0.07664446085691452, 0.014769948460161686, 0.09300116151571274, 0.014769948460161686, 0.014769948460161686, 0.01476996224373579, 0.0880913207307458, 0.014769948460161686, 0.014769948460161686]	11.0	0.1653519717976451	6.0	0.15162386428564786
5124	0	21	103.0	[0.0276150798336381, 0.043813065403983706, 0.03341607208408061, 0.06547453702383098, 0.060844912238064264, 0.01800364867917129, 0.18525913468606414, 0.04051271843768302, 0.014138881560592424, 0.014138877702256044, 0.10794160568288394, 0.06857346264379365, 0.06183706046569915, 0.04276004983555703, 0.019411949219093436, 0.014138877790953432, 0.08064667064519156, 0.03796794336466562, 0.0352257453792152, 0.014138885108487946, 0.014140827448240348]	6.0	0.18525913468606414	10.0	0.10794160568288394
5125	0	6	5389.0	[0.016016140735397737, 0.016016140735397737, 0.016016140735397737, 0.17218371434137225, 0.0895196747345229, 0.016016140735397737, 0.2523649235566457, 0.065970442413042, 0.016016140735397737, 0.016016140735397737, 0.016016140735397737, 0.016016140890618164, 0.08067751722410321, 0.016016140735397737, 0.0664552990347147, 0.016016140735397737, 0.016016140735397737, 0.016016140735397737, 0.016016140735397737, 0.016016140735397737, 0.04860245622694492]	6.0	0.2523649235566457	3.0	0.17218371434137225
5126	0	8	193.0	[0.015545508009381592, 0.015545508009381592, 0.015545508009381592, 0.034722045180387795, 0.08572176576126367, 0.015545508242212236, 0.21273816679604352, 0.015545534086413682, 0.03916476888116449, 0.015545508009381592, 0.015545522910542786, 0.09673211968038231, 0.0927975409431383, 0.015545508009381592, 0.09243977384176105, 0.055872980621643364, 0.015545516391284764, 0.015545508242212236, 0.015545508009381592, 0.10326469456776977, 0.015545508009381592]	6.0	0.21273816679604352	19.0	0.10326469456776977
5127	0	21	6155.0	[0.03884583591882672, 0.06429763985354275, 0.022523097073038418, 0.020369461693224452, 0.04454652610279265, 0.05334806278170574, 0.29278410749421235, 0.014676226835165705, 0.041829836510476615, 0.03108623827851954, 0.04124941033799024, 0.02482325228906813, 0.03491498228339922, 0.03068455286501419, 0.019526070782116482, 0.0146762298508769, 0.06485440178463857, 0.016054459093582062, 0.042621564297449024, 0.03236040450809967, 0.04629106952675751]	6.0	0.29278410749421235	16.0	0.06485440178463857
5128	0	8	306.0	[0.013859730679541826, 0.0998141192831099, 0.013859730563126504, 0.035621737712062895, 0.013859730679541826, 0.09134970454033464, 0.23829467524774373, 0.013859730679541826, 0.02542393992189318, 0.013859730563126504, 0.10090164316352457, 0.03117589605972171, 0.062355762463994324, 0.013859730563126504, 0.013859730679541826, 0.013859730563126504, 0.059350114315748215, 0.09587632934562862, 0.013859730563126504, 0.013859730563126504, 0.021238770335912704]	6.0	0.23829467524774373	10.0	0.10090164316352457
5129	0	7	440.0	[0.08052799624523946, 0.02981803978660277, 0.013685062128518308, 0.013685062128518308, 0.013685062128518308, 0.018949052718068873, 0.159300777262875, 0.013685062128518308, 0.013685062128518308, 0.013685062128518308, 0.12426151295325585, 0.013685062128518308, 0.12041974586567708, 0.013685062128518308, 0.1619761668677841, 0.013685062128518308, 0.013685062128518308, 0.013685062128518308, 0.028777473473123143, 0.013685062128518308, 0.0847317867779306]	14.0	0.1619761668677841	6.0	0.159300777262875
5130	0	5	791.0	[0.039157491363585, 0.013542458601295947, 0.0135424779728055, 0.013542458601295947, 0.013542458601295947, 0.013542462326586246, 0.24267144445329905, 0.013542458601295947, 0.023509078659117222, 0.058397391624748704, 0.14016738664358855, 0.04673933293670416, 0.013542461022734643, 0.10879244022071362, 0.013542458787560463, 0.013542459160089493, 0.031039522029459476, 0.01354246363043785, 0.13267041090875864, 0.013542458787560463, 0.0278884282335639]	6.0	0.24267144445329905	10.0	0.14016738664358855
5131	0	8	277.0	[0.028017135919071734, 0.02754019305575639, 0.017000232473947108, 0.017000232473947108, 0.022850870969705284, 0.017000413383357227, 0.24934636615216732, 0.01700023259036243, 0.021918696467764676, 0.017000232473947108, 0.053498706547543406, 0.017000234220176935, 0.066063127014786, 0.03705780359450728, 0.06437733478378505, 0.017000232473947108, 0.08927308302372694, 0.03715462039690465, 0.11393863160628825, 0.017000232473947108, 0.05296139547135681]	6.0	0.24934636615216732	18.0	0.11393863160628825
5132	0	6	447.0	[0.01394648632655541, 0.01394648632655541, 0.01394648632655541, 0.023360905703157187, 0.0674763135612011, 0.01394648632655541, 0.35811926424503326, 0.02804205535600583, 0.01394648648177584, 0.023872707194338243, 0.050895045045763254, 0.08240967631960909, 0.01394648632655541, 0.01394648632655541, 0.01394648632655541, 0.07742025004699826, 0.025012084748595953, 0.024137338157743216, 0.09978950768709183, 0.01394648632655541, 0.01394648632655541]	6.0	0.35811926424503326	18.0	0.09978950768709183
5133	0	7	745.0	[0.015533284550266606, 0.06542620807886124, 0.015533284550266606, 0.021840256372732774, 0.015533326060644217, 0.09401691971080643, 0.23661487376583473, 0.015533284550266606, 0.015533296790506159, 0.015533284550266606, 0.06697768199124507, 0.1142242436430284, 0.02411715579884393, 0.015533284550266606, 0.05222694509263549, 0.04050938585507018, 0.015533284550266606, 0.03960040331419025, 0.08911301634673562, 0.015533284550266606, 0.015533284550266606]	6.0	0.23661487376583473	11.0	0.1142242436430284
5134	0	9	402.0	[0.01298899193190866, 0.03318359164728059, 0.02070348896086216, 0.07846255362447765, 0.06671165985365708, 0.012988981480399767, 0.20671026408672333, 0.0973344278625316, 0.012988980859518051, 0.012988974443740316, 0.028310272221763928, 0.07318911649700668, 0.019764428544375632, 0.012988984170887206, 0.021120559527642198, 0.03590846879200803, 0.024399495476649866, 0.012988976202905178, 0.09077377379354504, 0.02169548420028554, 0.08717084458718698]	6.0	0.20671026408672333	7.0	0.0973344278625316
5135	0	5	501.0	[0.03719807900488377, 0.01343501526862383, 0.01343501526862383, 0.06914219576865435, 0.01343501526862383, 0.01343501526862383, 0.26228150725364685, 0.01343501526862383, 0.01343501526862383, 0.01343501526862383, 0.01343501526862383, 0.01343501526862383, 0.08864809107035398, 0.01343501526862383, 0.01343501526862383, 0.01343501526862383, 0.01343501526862383, 0.01343501526862383, 0.11644663978368044, 0.11248160749673844, 0.12571165170520543]	6.0	0.26228150725364685	20.0	0.12571165170520543
5136	0	5	271.0	[0.04587516356259584, 0.05522697065025568, 0.03853917606174946, 0.013129669055342675, 0.013129669055342675, 0.013129669055342675, 0.2595670759677887, 0.013129669055342675, 0.0233647296205163, 0.013129669055342675, 0.02279213462024927, 0.013129669055342675, 0.08878476712852716, 0.04212332759052515, 0.09603644888848066, 0.013129669055342675, 0.03621040675789118, 0.013129669055342675, 0.16018309034407138, 0.013129669055342675, 0.013129669055342675]	6.0	0.2595670759677887	18.0	0.16018309034407138
5137	0	7	420.0	[0.031026134799633707, 0.05325853851224695, 0.01354040764272213, 0.01354040764272213, 0.023764919356576035, 0.01354040764272213, 0.2443232067993709, 0.01354040764272213, 0.01354040764272213, 0.01354040764272213, 0.0848976472126586, 0.01354040764272213, 0.01354040764272213, 0.08157610879944903, 0.01354040764272213, 0.01354040764272213, 0.1077280645923955, 0.1604553995920079, 0.01354040764272213, 0.05048508117241519, 0.01354040764272213]	6.0	0.2443232067993709	17.0	0.1604553995920079
5138	0	8	356.0	[0.010360528831370175, 0.010360529064200819, 0.010360528831370175, 0.010360528831370175, 0.14645705663133413, 0.08286455005872995, 0.306261882185936, 0.010360528831370175, 0.010360528831370175, 0.010360528831370175, 0.010360528831370175, 0.010360528831370175, 0.06015129678416997, 0.010360528831370175, 0.010360529064200819, 0.010360528831370175, 0.12522685737349093, 0.010360529064200819, 0.07986374944448471, 0.010360528831370175, 0.010360528831370175]	6.0	0.306261882185936	4.0	0.14645705663133413
5139	0	5	54.0	[0.015086649358272553, 0.015086649358272553, 0.015086649358272553, 0.01508680433034897, 0.015086649358272553, 0.015086649358272553, 0.18544188775122167, 0.015086649358272553, 0.03584192022681236, 0.015086649358272553, 0.04603981897234917, 0.015086649730801583, 0.03426981195807457, 0.1352955723181367, 0.027609251998364927, 0.015086649730801583, 0.18277069944888352, 0.015086649358272553, 0.04449007138609886, 0.015086649358272553, 0.12720102034509181]	6.0	0.18544188775122167	16.0	0.18277069944888352
5140	0	22	549.0	[0.022021804089573296, 0.013788199136880312, 0.020968351216817446, 0.035334918309341774, 0.02878426057709889, 0.041134516073560175, 0.2689360398799181, 0.04122698103839701, 0.058398275593803686, 0.021684363018721342, 0.08688223323869435, 0.024728463200682945, 0.037845205261626026, 0.018052312672476877, 0.07858998336913911, 0.013788194268603216, 0.07959155497056516, 0.013788194183937529, 0.04153032401915301, 0.025543318849734285, 0.02032879845831882]	6.0	0.2689360398799181	10.0	0.08688223323869435
5141	0	10	296.0	[0.014627684466540813, 0.10583794731646776, 0.014627684187144042, 0.09340772135183215, 0.014627684187144042, 0.014627684187144042, 0.27041309559717774, 0.09053859207779169, 0.014627692569047213, 0.03705515125766397, 0.014627688284963369, 0.05658861780539155, 0.014627685490995645, 0.014627684187144042, 0.02088899174705148, 0.014627684280276299, 0.030754138063639403, 0.014627686049789191, 0.06946021309122444, 0.06415098030120134, 0.014627692848443985]	6.0	0.27041309559717774	1.0	0.10583794731646776
5142	0	7	615.0	[0.018968294507690837, 0.018968294507690837, 0.057761654789958684, 0.06627989068095173, 0.018968294507690837, 0.018968294640736922, 0.028305045728172575, 0.028309011033603122, 0.05551073168005262, 0.018968294507690837, 0.06755736217434917, 0.04795661981084517, 0.11521205212920904, 0.11558704982910838, 0.13114755520863192, 0.018968294640736922, 0.03754527401179075, 0.05857810763908284, 0.018968294507690837, 0.038503297338528295, 0.018968294773783003]	14.0	0.13114755520863192	13.0	0.11558704982910838
5143	0	5	242.0	[0.015684422478079794, 0.015684422478079794, 0.02679990343749523, 0.015684422478079794, 0.15501533057540656, 0.015684422478079794, 0.015684422478079794, 0.028768623247742653, 0.015684427320957185, 0.015684422478079794, 0.02887042425572872, 0.015684422478079794, 0.15042568296194075, 0.015684422478079794, 0.015684422478079794, 0.029303057119250298, 0.27549998071044685, 0.015684422478079794, 0.015684428811073303, 0.08746718727052212, 0.029636741802096366]	16.0	0.27549998071044685	4.0	0.15501533057540656
5144	0	5	809.0	[0.014740051701664925, 0.014740051701664925, 0.030169537290930748, 0.014740051701664925, 0.014740240946412086, 0.014740051701664925, 0.36180395185947417, 0.014740051701664925, 0.014740051701664925, 0.014740051701664925, 0.177816148288548, 0.08886456396430731, 0.06311956010758876, 0.020346798375248908, 0.03785081189125776, 0.014740051701664925, 0.014740051701664925, 0.028407749161124228, 0.014740051701664925, 0.014740051701664925, 0.014740054309368134]	6.0	0.36180395185947417	10.0	0.177816148288548
5145	0	5	456.0	[0.13908866718411445, 0.04061398562043905, 0.01263492852449417, 0.012634924612939358, 0.012634924612939358, 0.050189541466534135, 0.24049739725887775, 0.012634927034378051, 0.012634925730526447, 0.012634924612939358, 0.2022529946640134, 0.03658770378679037, 0.012634924612939358, 0.03101992066949606, 0.012634924612939358, 0.038262924179434776, 0.012634924612939358, 0.012634924612939358, 0.012634924612939358, 0.029618208296597004, 0.05288449414074421]	6.0	0.24049739725887775	10.0	0.2022529946640134
5146	0	20	565.0	[0.03363499660044909, 0.014925928926095367, 0.03814014634117484, 0.023911433294415474, 0.014925921894609928, 0.026814645575359463, 0.30794492647983135, 0.018827261589467525, 0.014925921522080898, 0.014925921522080898, 0.08260287046432495, 0.09955339119769632, 0.02082557575777173, 0.018158367183059455, 0.07260900023393332, 0.014925921522080898, 0.09352267179638148, 0.014925921522080898, 0.024197051674127577, 0.01917174248956144, 0.030530388420447706]	6.0	0.30794492647983135	11.0	0.09955339119769632
5147	0	9	1482.0	[0.040638185727099575, 0.09838124664707316, 0.015554014696843095, 0.04847813035464949, 0.03315357005016671, 0.02456268947571516, 0.2568211934218804, 0.015554014696843095, 0.03555204833133353, 0.028769256754053965, 0.06215014525999626, 0.04675586428493261, 0.0440983341799842, 0.0315946772073706, 0.05435191457056337, 0.02343112840834591, 0.06996754018796815, 0.015554014696843095, 0.015554014696843095, 0.01555401480032338, 0.023523997825880844]	6.0	0.2568211934218804	1.0	0.09838124664707316
5148	0	12	978.0	[0.025080833428849775, 0.029142568974445265, 0.03788979879269997, 0.043308687241127096, 0.025868352968245745, 0.06695638728948931, 0.2476969420289, 0.029943926415095728, 0.015179563779383898, 0.019595912812898558, 0.07329048635438085, 0.07279587024822831, 0.07889819478926559, 0.015179556949685017, 0.015179557958617806, 0.015179556949685017, 0.03621635322148601, 0.02653051509211461, 0.04747584694996476, 0.050269958873589836, 0.01518296916037798]	6.0	0.2476969420289	12.0	0.07889819478926559
5149	0	5	2389.0	[0.013063030689954758, 0.013063030689954758, 0.03777748234570026, 0.013063030689954758, 0.013063030689954758, 0.013063030689954758, 0.5556989967823028, 0.013063030689954758, 0.013063030689954758, 0.013063030689954758, 0.09348205365240574, 0.013063030689954758, 0.013063030689954758, 0.013063030689954758, 0.03617379143834114, 0.013063030689954758, 0.013063030689954758, 0.013063030689954758, 0.013063030689954758, 0.013063030689954758, 0.06785916481167079]	6.0	0.5556989967823028	10.0	0.09348205365240574
5150	0	12	204.0	[0.0723092445017149, 0.014120869260902206, 0.024418557450796168, 0.04262417019344866, 0.03688551027638217, 0.014120869260902206, 0.37074450046444934, 0.014120869260902206, 0.014120869260902206, 0.014120869260902206, 0.014120869260902206, 0.13959159321772555, 0.014120869260902206, 0.04385029532325765, 0.04570704714084665, 0.014120869260902206, 0.014120869260902206, 0.04816280150165161, 0.014120869260902206, 0.014120869260902206, 0.020376724113399785]	6.0	0.37074450046444934	11.0	0.13959159321772555
5151	0	5	345.0	[0.015627234429121017, 0.015627239644527436, 0.06250916961580515, 0.01562824510037899, 0.015627234429121017, 0.015627234429121017, 0.4119838297367096, 0.015627234429121017, 0.05774402301758528, 0.015627234429121017, 0.046666793152689935, 0.015627234429121017, 0.015627234429121017, 0.0894395463168621, 0.054632384702563284, 0.015627234429121017, 0.03607364259660244, 0.01562723461538553, 0.015627234429121017, 0.037795541994273665, 0.015627234429121017]	6.0	0.4119838297367096	13.0	0.0894395463168621
5152	0	5	1203.0	[0.03730854578316212, 0.013920237310230732, 0.03863468896597624, 0.013920237310230732, 0.013920237310230732, 0.013920237310230732, 0.5690707981586456, 0.013920237310230732, 0.013920237310230732, 0.013920237310230732, 0.013920237310230732, 0.013920237310230732, 0.013920237310230732, 0.013920237496495246, 0.03702998831868172, 0.013920237310230732, 0.013920237310230732, 0.05848848633468151, 0.013920237310230732, 0.05066394694149494, 0.013920237310230732]	6.0	0.5690707981586456	17.0	0.05848848633468151
5153	0	11	5140.0	[0.014458055015314709, 0.02137769064442678, 0.02631536905061115, 0.030058457346802406, 0.03111942688172514, 0.04396922945637594, 0.14978920854628086, 0.018070290711793034, 0.028519066389311443, 0.027989610098302364, 0.1385091779414903, 0.18187797416678883, 0.0715095962143757, 0.04800910384140231, 0.014458064497871832, 0.014458052983338182, 0.0387675202536312, 0.02679549919610674, 0.023181646977635948, 0.014458054507320578, 0.03630891459232027]	11.0	0.18187797416678883	6.0	0.14978920854628086
5154	0	15	1280.0	[0.03300709035247564, 0.030190160622199376, 0.027788372275729976, 0.061516665605207285, 0.02974319631854693, 0.014557707930604617, 0.2725460009028514, 0.04991503544151783, 0.014557705074548722, 0.027495883777737616, 0.11663168470064798, 0.03186361553768317, 0.014558836569388707, 0.06714026232560476, 0.014557705136636893, 0.014557705074548722, 0.06541264255841574, 0.014557705136636893, 0.07028660972913106, 0.014557705198725065, 0.014557705074548722]	6.0	0.2725460009028514	10.0	0.11663168470064798
5155	0	8	187.0	[0.015156920882873237, 0.10272219590842724, 0.03163015330210328, 0.015156920766457915, 0.13332700729370117, 0.02011035126633942, 0.17354975128546357, 0.037303476594388485, 0.015156927751377225, 0.015156920766457915, 0.11239114159252495, 0.10837829287629575, 0.025060329819098115, 0.06128962442744523, 0.015156922163441777, 0.015156920766457915, 0.0232755629112944, 0.034544680966064334, 0.015156920766457915, 0.015156934736296535, 0.015162041294388473]	6.0	0.17354975128546357	4.0	0.13332700729370117
5156	0	15	454.0	[0.02167073848346869, 0.01463876161724329, 0.05591930107523998, 0.025966503471136094, 0.01463876161724329, 0.034251768204073114, 0.25067173192898434, 0.01463876161724329, 0.014638762238125007, 0.01463876161724329, 0.08264281439284483, 0.01463876161724329, 0.04866147171705961, 0.0655416856209437, 0.09115409137060244, 0.07953763057788213, 0.03497539181262255, 0.014638761679331461, 0.01463876161724329, 0.01463876161724329, 0.07725801548610131]	6.0	0.25067173192898434	14.0	0.09115409137060244
5157	0	8	167.0	[0.016979629872366786, 0.016979629872366786, 0.03392518835607916, 0.01697963010519743, 0.04864180623553693, 0.09679199336096644, 0.023841732880100608, 0.04461311362683773, 0.09079634910449386, 0.027240628376603127, 0.016979629872366786, 0.05031851679086685, 0.01697963010519743, 0.016979629872366786, 0.05618403956759721, 0.08529236086178571, 0.11010852211620659, 0.09403731720522046, 0.10237138578668237, 0.01697963010519743, 0.016979630570858717]	16.0	0.11010852211620659	18.0	0.10237138578668237
5158	0	5	278.0	[0.016727971285581587, 0.1647204639390111, 0.10396011248230934, 0.016727971285581587, 0.09457029681652784, 0.016727971285581587, 0.027707336097955705, 0.06127900816500187, 0.016727972030639648, 0.033145568519830707, 0.016727971285581587, 0.09330272562801838, 0.016727971285581587, 0.01672797165811062, 0.033885831385850905, 0.016727971285581587, 0.11176646370440721, 0.02876090183854103, 0.016727971285581587, 0.05892278291285038, 0.03742677047848701]	1.0	0.1647204639390111	16.0	0.11176646370440721
5159	0	6	202.0	[0.013100980936239163, 0.020107718805472057, 0.013100980936239163, 0.013100980936239163, 0.013100980936239163, 0.013100980936239163, 0.47191716730594635, 0.013100980936239163, 0.013100980936239163, 0.013100980936239163, 0.013100980936239163, 0.013100980936239163, 0.013100980936239163, 0.013100980936239163, 0.11931803884605567, 0.013100980936239163, 0.11796103495483597, 0.013100980936239163, 0.06108033377677202, 0.013100980936239163, 0.013100980936239163]	6.0	0.47191716730594635	14.0	0.11931803884605567
5160	0	6	2025.0	[0.09677467262372375, 0.03211582964286208, 0.013560773339122534, 0.013560773339122534, 0.013560773339122534, 0.013560773339122534, 0.293410986661911, 0.013560773339122534, 0.013560773339122534, 0.013560773339122534, 0.0968108861707151, 0.013560773339122534, 0.02570877969264984, 0.013560773339122534, 0.08264975684384505, 0.013560773339122534, 0.013560773494342962, 0.05771933620174726, 0.03116858657449484, 0.12091189467658599, 0.013560773339122534]	6.0	0.293410986661911	19.0	0.12091189467658599
5161	0	7	191.0	[0.023957398853131702, 0.013197962194681168, 0.013197961263358593, 0.013197961928589004, 0.013197961263358593, 0.09534662815609149, 0.20651780614363296, 0.12164211539285523, 0.019684096665254662, 0.08343460557184049, 0.10347577384007829, 0.08332488938633885, 0.013197961263358593, 0.013197961263358593, 0.1042411554870861, 0.013197961396404676, 0.01319796299295766, 0.013197961263358593, 0.01319796166249684, 0.013197961263358593, 0.013197965653879302]	6.0	0.20651780614363296	7.0	0.12164211539285523
5162	0	6	1202.0	[0.0925063534329335, 0.03334473756452402, 0.01452293029675881, 0.06823617871850729, 0.01452293029675881, 0.01452293029675881, 0.36924655983845395, 0.01452293029675881, 0.01452293029675881, 0.01452293029675881, 0.01452293029675881, 0.01452293029675881, 0.01452293029675881, 0.01452293029675881, 0.07769528621186812, 0.01452293029675881, 0.01452293029675881, 0.06599662949641545, 0.08965324020634095, 0.01452293029675881, 0.01452293029675881]	6.0	0.36924655983845395	0.0	0.0925063534329335
5163	0	12	1204.0	[0.023653906925270956, 0.016309300748010475, 0.02947292197495699, 0.016309300748010475, 0.02044811254988114, 0.016309426554168265, 0.3827502553661664, 0.01630930183455348, 0.016309301058451336, 0.025238414217407506, 0.02519920856381456, 0.04120872790614764, 0.021666958928108215, 0.029681014828383923, 0.0745834675617516, 0.016309300748010475, 0.043554427567869425, 0.05754736989426116, 0.08854215584384899, 0.022287817671895027, 0.016309301058451336]	6.0	0.3827502553661664	18.0	0.08854215584384899
5164	0	5	1998.0	[0.012579983472824097, 0.012579983472824097, 0.012579983472824097, 0.1760762631893158, 0.03037246558815241, 0.012579983472824097, 0.2824138909578323, 0.012579983472824097, 0.012579983472824097, 0.012579983472824097, 0.012579983472824097, 0.012579983472824097, 0.012579983472824097, 0.012579983472824097, 0.1157876081764698, 0.012579983472824097, 0.1575663171708584, 0.012579983472824097, 0.012579983472824097, 0.012579983472824097, 0.012579983472824097]	6.0	0.2824138909578323	3.0	0.1760762631893158
5165	0	7	1336.0	[0.13103497826627322, 0.017180684953927994, 0.03480497335216829, 0.09163986598806721, 0.09024126481797014, 0.02938523276575974, 0.10348404039229665, 0.026749235710927417, 0.026903406317744936, 0.03402030601033142, 0.017180684687835828, 0.01718068601829665, 0.017180684820881913, 0.017180684687835828, 0.11578533306185688, 0.053929640512381284, 0.06472879302288805, 0.017180685752204487, 0.02686049496488912, 0.03538280964962074, 0.031965533404478004]	0.0	0.13103497826627322	14.0	0.11578533306185688
5166	0	7	108.0	[0.10330530947872571, 0.013531474130494254, 0.031155762262642384, 0.11927079569016184, 0.0329477908089757, 0.013531474130494254, 0.013531474130494254, 0.10589641678546156, 0.18914540045495545, 0.02768344698207719, 0.023406310406114374, 0.036965786080275266, 0.013531474130494254, 0.013531474130494254, 0.013531474130494254, 0.013531474130494254, 0.06107958233250039, 0.013531474130494254, 0.013531474529632501, 0.013531474130494254, 0.13382866699248552]	8.0	0.18914540045495545	20.0	0.13382866699248552
5167	0	7	142.0	[0.11301142602626767, 0.016589025434638773, 0.034213313566786904, 0.016589025434638773, 0.03600534211312022, 0.10674759546028716, 0.016589025434638773, 0.0588088348241789, 0.11849803663790226, 0.04453524561332805, 0.016589025434638773, 0.038762074895203114, 0.016589025434638773, 0.016589025434638773, 0.016589025434638773, 0.1129786851150649, 0.0641371336366449, 0.09162722860596009, 0.016589025434638773, 0.016589025434638773, 0.03137387388518879]	8.0	0.11849803663790226	0.0	0.11301142602626767
5168	0	25	114.0	[0.028649336323142052, 0.02734834261238575, 0.013113972842693328, 0.045071422643959524, 0.015930380821228027, 0.03152569815516472, 0.29003370497375724, 0.013113972842693328, 0.02278631813824177, 0.03026615932583809, 0.023285752795636654, 0.13800203118473292, 0.06621827684342861, 0.03932476695626974, 0.03898086342960596, 0.021364990770816803, 0.05621922951191664, 0.0268339217081666, 0.03236819822341204, 0.02046271476894617, 0.013113972842693328]	6.0	0.29003370497375724	11.0	0.13800203118473292
5169	0	40	626.0	[0.035311435186304155, 0.056841907650232316, 0.02178855158854276, 0.04754949011839926, 0.029536122106947005, 0.024919974827207626, 0.2819194969953969, 0.05132731313351542, 0.020622948766686022, 0.02605044967494905, 0.06195468429941684, 0.04684325219132006, 0.024774603848345577, 0.03910415607970208, 0.058012998569756745, 0.01730144030880183, 0.0377803688403219, 0.015317721548490227, 0.023532141628675163, 0.057034128718078135, 0.02247681433800608]	6.0	0.2819194969953969	10.0	0.06195468429941684
5170	0	6	900.0	[0.09067601120720307, 0.15954655207072696, 0.012692588071028391, 0.012692588071028391, 0.012692588071028391, 0.012692588071028391, 0.31401146824161213, 0.012692588071028391, 0.047155079897493124, 0.041645207131902374, 0.012692588071028391, 0.012692588071028391, 0.012692588071028391, 0.012692588071028391, 0.11779214488342404, 0.012692588071028391, 0.0514772889825205, 0.012692588071028391, 0.012692588071028391, 0.012692588071028391, 0.012692588071028391]	6.0	0.31401146824161213	1.0	0.15954655207072696
5171	0	17	4285.0	[0.028475662145544502, 0.05588276607587057, 0.016395843094762635, 0.041143390897880584, 0.04292039803284056, 0.032158751643317586, 0.23554879405042706, 0.039123750017846334, 0.020795350510846165, 0.016395843094762635, 0.06703998696278124, 0.06368887325858369, 0.023499615600003916, 0.025486533913542244, 0.06354313371155192, 0.016395843094762635, 0.04352210725055022, 0.025492054738980884, 0.06369409748517416, 0.05712162610143423, 0.02167557503151543]	6.0	0.23554879405042706	10.0	0.06703998696278124
5172	0	68	291.0	[0.03873986820690334, 0.06552484246683032, 0.02239687176530852, 0.03567810893497046, 0.03521668976720642, 0.021507093847236213, 0.2804880475707571, 0.044456580968792826, 0.02499312874587143, 0.032340901753153, 0.040533704943407106, 0.05367569309001898, 0.0426883072427967, 0.016636574312168008, 0.034485396367552525, 0.04203480378012447, 0.036760655204382015, 0.029748433899572668, 0.053071614573983586, 0.02425698559347759, 0.022564972887801772]	6.0	0.2804880475707571	1.0	0.06552484246683032
5173	0	20	820.0	[0.031025854405015707, 0.09897156869992614, 0.016776857478544117, 0.013206233642995358, 0.04151271814480424, 0.0662571245804429, 0.2234788299538195, 0.04959955965168774, 0.025668555032461883, 0.03746236152946949, 0.02295147841796279, 0.07720436756499112, 0.043783739255741236, 0.013206233642995358, 0.018056860705837608, 0.013206233642995358, 0.052089598635211586, 0.020938003854826092, 0.039693652046844365, 0.04843626003712416, 0.031148351728916168]	6.0	0.2234788299538195	1.0	0.09897156869992614
5174	0	8	362.0	[0.012548800557851791, 0.07891907193697989, 0.026403477881103754, 0.02033000416122377, 0.012548805796541274, 0.025631634518504143, 0.2076813803287223, 0.012548800557851791, 0.050947315292432904, 0.02670115779619664, 0.15174799947999418, 0.012549791717901826, 0.012548813945613801, 0.1074041681131348, 0.012548802653327584, 0.012548800557851791, 0.012548800790682435, 0.01254883361980319, 0.08969513780903071, 0.06546353793237358, 0.012548800557851791]	6.0	0.2076813803287223	10.0	0.15174799947999418
5175	0	8	671.0	[0.026684910408221185, 0.06558364757802337, 0.01205079781357199, 0.07042415696196258, 0.024081572890281677, 0.01205079781357199, 0.1687914482317865, 0.025353409117087722, 0.017744236742146313, 0.0479750718222931, 0.11636187962722033, 0.10697766649536788, 0.01205079781357199, 0.017935405136086047, 0.04152664227876812, 0.01205079781357199, 0.012050798162817955, 0.01205079781357199, 0.03217147849500179, 0.06605524173937738, 0.08063073677476496]	6.0	0.1687914482317865	10.0	0.11636187962722033
