user_id	post_name	u_interactions_f	u_text_f	u_sentiment_c	u_sentiment_f	u_topic_c	u_topic_o
2275	753	3	134	0	0.0	3	[0.0, 0.0, 0.0, 0.59009576, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2276	3662	3	81	0	0.0	30	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12750369, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47709706, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2277	12105	7	67	0	0.0	12	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45385924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23330005, 0.0, 0.0, 0.0]
2278	4670	28	72	2	0.8	15	[0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.28909853, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623]
2279	42706	4	68	2	1.0	11	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1733041, 0.0, 0.0, 0.0, 0.0, 0.37614584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10700915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2280	12104	6	53	0	0.0	12	[0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.42251077, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974, 0.01374974]
2281	25144	3	62	0	0.0	32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23675862, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25964832, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17406312, 0.0, 0.0, 0.0]
2282	2934	3	37	2	1.0	14	[0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.25438446, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.24099059, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793, 0.01230793]
2283	17956	3	140	2	0.888	37	[0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.18429586, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.36666006, 0.01095229, 0.01095229, 0.01095229, 0.01095229, 0.01095229]
2284	14145	4	133	2	1.0	14	[0.0, 0.0, 0.0, 0.14880644, 0.0, 0.0, 0.0, 0.0791, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30374601, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10171933, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2285	2897	8	114	2	0.749	16	[0.0, 0.0, 0.0, 0.0, 0.10584038, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1516899, 0.0, 0.0, 0.0, 0.29239681, 0.0, 0.0, 0.0, 0.17291667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06977326, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2286	1677	5	71	0	0.0	42	[0.0, 0.0, 0.0, 0.0, 0.20207888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15687597, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35658482]
2287	12554	5	68	2	1.0	12	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40238878, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25847188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08973497]
2288	54159	14	58	0	0.0	12	[0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.26224279, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.01207088, 0.242851, 0.01207088, 0.01207088, 0.01207088]
2289	24588	3	70	2	0.778	15	[0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.2890985, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623, 0.01692623]
2290	25999	3	92	2	1.0	30	[0.13661033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10854229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15410078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31215611, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2291	3297	5	136	2	0.833	37	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16797516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07207112, 0.0, 0.0, 0.0, 0.16383952, 0.0, 0.06578528, 0.17211185, 0.0, 0.0, 0.0, 0.16644344, 0.0]
2292	14264	3	87	0	0.0	39	[0.13838178, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13719639, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10411654, 0.0, 0.0, 0.34269851, 0.0, 0.0, 0.0]
2293	4342	3	63	0	0.0	8	[0.187691, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.30134824, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246, 0.01246246]
2294	19499	4	105	0	0.0	29	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09112337, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08764088, 0.0, 0.0, 0.0, 0.0, 0.11299862, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1022622, 0.0, 0.0, 0.0, 0.0, 0.27160341, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2295	14701	6	97	2	0.881	21	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2279451, 0.0, 0.0, 0.0, 0.0, 0.44210455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2296	16091	4	89	2	1.0	0	[0.2499083, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.22069299, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216, 0.01291216]
2297	14702	13	82	2	1.0	21	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15168926, 0.0, 0.0, 0.0, 0.0, 0.29186535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27553004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2298	1524	4	137	0	0.0	0	[0.26330504, 0.0, 0.09763589, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19145724, 0.06883422, 0.11390132, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2299	37502	3	139	0	0.0	14	[0.0, 0.0, 0.0, 0.0, 0.14542717, 0.0, 0.0, 0.0, 0.0, 0.140825, 0.0, 0.0, 0.0, 0.0, 0.2726258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07010266, 0.1501448, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2300	39248	3	68	3	0.537	26	[0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.27501839, 0.01056686, 0.29174033, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686, 0.01056686]
2301	23450	5	124	2	1.0	20	[0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.15484722, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.24683844, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.1497055, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522, 0.01121522]
2302	36246	3	55	2	1.0	0	[0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581]
2303	2903	4	81	2	1.0	5	[0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.29360271, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.17890994, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555, 0.01286555]
2304	14123	3	133	0	0.0	0	[0.2758396, 0.0, 0.0, 0.0, 0.0, 0.1061751, 0.08713629, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1148971, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09237751, 0.0, 0.08231171, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2305	3907	7	77	2	0.691	14	[0.0, 0.0, 0.22289063, 0.0, 0.0, 0.0, 0.0, 0.15641531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31819114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2306	53232	3	139	2	1.0	16	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41449985, 0.0, 0.0, 0.19282472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0752068, 0.0, 0.07234596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2307	6345	3	96	0	0.0	29	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14296685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22318633, 0.0, 0.0, 0.12365708, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.28795514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2308	113488	3	85	2	1.0	32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14114289, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32899433, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1627979, 0.0, 0.0, 0.0]
2309	14166	3	126	2	1.0	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43014744, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08446249, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0917123, 0.0, 0.0, 0.09877934, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2310	12320	9	119	2	0.664	8	[0.0, 0.0, 0.0, 0.0, 0.13466752, 0.0, 0.0, 0.0, 0.28063554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15482107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15383902, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2311	20577	3	92	2	1.0	3	[0.0, 0.0, 0.0, 0.21376559, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16392386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19982649, 0.0, 0.12224535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2312	17717	3	81	2	1.0	8	[0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.2999185, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861, 0.01666861]
2313	54598	3	119	2	0.782	27	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11441204, 0.0, 0.0, 0.0, 0.25475228, 0.0, 0.1626289, 0.0, 0.0, 0.0, 0.16280226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2314	4644	6	47	2	0.667	41	[0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.01008062, 0.57661414, 0.01008062]
2315	8160	5	75	0	0.0	24	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1043552, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12269776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23379242, 0.30808389, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2316	9822	4	67	2	1.0	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.44606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17124233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2317	1855	5	96	2	1.0	18	[0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.27985293, 0.27192548, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223, 0.01093223]
2318	104399	3	76	2	1.0	12	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33195189, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26261017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2319	59723	3	102	2	0.828	39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11795737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11506637, 0.0, 0.0843925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12792453, 0.0, 0.0, 0.0, 0.2298096, 0.0, 0.0, 0.0]
2320	46889	3	85	2	1.0	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38671616, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26576254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2321	2543	3	64	2	1.0	12	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42968091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21258965, 0.0, 0.0, 0.0, 0.0, 0.0]
2322	36735	9	135	0	0.0	3	[0.0, 0.09905221, 0.0, 0.33504567, 0.0, 0.0, 0.0, 0.08985125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09329844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06518038, 0.06028343, 0.0]
2323	16039	10	120	0	0.0	16	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15321061, 0.32833701, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12808196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18509649, 0.0]
2324	10792	11	60	2	1.0	0	[0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581]
2325	2257	3	114	2	1.0	33	[0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.3740918, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257, 0.01490257]
2326	2634	3	107	2	0.859	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1124342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22614953, 0.0, 0.0, 0.0, 0.0, 0.16327821, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21336637, 0.0, 0.0, 0.0]
