user_id	post_name	u_interactions_f	u_text_f	u_sentiment_c	u_sentiment_f	u_topic_c	u_topic_o
52	12058	3	60	0	0.0	1	[0.0, 0.65947306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
53	9208	3	124	2	0.87	14	[0.0, 0.0, 0.13080822, 0.0, 0.0, 0.0, 0.0, 0.06362975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40702933, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
54	5857	6	90	0	0.0	40	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.77891171, 0.0, 0.0]
55	34785	3	43	2	0.658	2	[0.01606595, 0.01606595, 0.32523, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595, 0.01606595]
56	74	3	94	3	0.557	32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75075024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
57	15693	4	53	2	1.0	0	[0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581]
58	54152	15	60	2	1.0	0	[0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581]
59	15179	3	124	0	0.0	17	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13836066, 0.0, 0.0, 0.0, 0.10084706, 0.0, 0.56011111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
60	3699	3	74	0	0.0	9	[0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.48932889, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884, 0.01215884]
61	2851	3	91	2	1.0	26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09976527, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2805759, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26200131, 0.0, 0.0, 0.0, 0.0, 0.09975424, 0.0]
62	38277	3	75	2	1.0	13	[0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.14601009, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.23518191, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.19893931, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672, 0.01049672]
63	144	67	118	2	0.837	2	[0.0, 0.0, 0.41205919, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10405695, 0.0, 0.20544161, 0.0, 0.0, 0.0]
64	12131	4	115	2	0.87	31	[0.0, 0.1155399, 0.0722371, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08139584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43892908, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
65	18666	3	65	2	0.762	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4716492, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24328987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
66	34	8	82	2	1.0	3	[0.01435961, 0.01435961, 0.01435961, 0.39689618, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961, 0.01435961]
67	30445	3	66	2	1.0	1	[0.0, 0.35664302, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2716338, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
68	1434	31	119	0	0.0	36	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.79267859, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
69	7311	4	105	2	0.66	2	[0.0, 0.0, 0.28485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15580472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13515158, 0.0, 0.0, 0.0, 0.0, 0.14073326, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
70	2389	4	93	0	0.0	5	[0.0, 0.0, 0.0, 0.0, 0.0, 0.78283566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
71	12734	3	71	2	1.0	19	[0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.38038853, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265, 0.01475265]
72	38132	3	78	0	0.0	19	[0.0, 0.14902945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23855956, 0.0, 0.0, 0.0, 0.0, 0.11764586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16205747, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
73	14544	9	94	2	0.775	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26233593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13249706, 0.1857768, 0.0, 0.15029141, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
74	6207	3	24	3	0.559	29	[0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.33288231, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375, 0.01588375]
75	43367	3	107	0	0.0	41	[0.0, 0.0, 0.14449561, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1777291, 0.0, 0.0, 0.0, 0.13734578, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21188495, 0.0]
76	10557	3	139	2	1.0	39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78992754, 0.0, 0.0, 0.0]
77	774	15	82	0	0.0	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38545728, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13227206, 0.0, 0.0, 0.2021836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
78	13796	4	131	2	1.0	11	[0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.30826351, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.25789919, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814, 0.0105814]
79	32105	3	105	0	0.0	16	[0.0, 0.13351773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4756622, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14247552, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
80	19646	4	106	2	1.0	42	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26914451, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14871007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.28245774]
81	3507	4	76	2	1.0	16	[0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.13368237, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.28541115, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845, 0.01416845]
82	763	6	94	0	0.0	42	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08284863, 0.0, 0.0, 0.21882544, 0.0, 0.0, 0.0, 0.0, 0.06346595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43683457]
83	3766	4	42	2	1.0	5	[0.0, 0.0, 0.0, 0.0, 0.0, 0.40251642, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24075031, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
84	3903	6	64	0	0.0	32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21785176, 0.0, 0.0, 0.0, 0.0, 0.31275892, 0.0, 0.10453037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10404222, 0.0, 0.0]
85	3495	11	65	2	1.0	31	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17690051, 0.16612659, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35292071, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
86	40239	4	39	2	1.0	0	[0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581]
87	60551	3	76	0	0.0	17	[0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.12994105, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.25655267, 0.01026227, 0.20301571, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227, 0.01026227]
88	1695	7	64	2	0.522	3	[0.01052214, 0.01052214, 0.01052214, 0.3730633, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.19552891, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214, 0.01052214]
89	4148	3	72	2	1.0	35	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1737549, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15095931, 0.0, 0.10239946, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17651802, 0.0, 0.0, 0.0, 0.15117894, 0.0, 0.0, 0.0]
90	37500	4	72	2	1.0	35	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10023677, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14255084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26012346, 0.0, 0.0, 0.0, 0.0, 0.22033072, 0.0, 0.0]
91	38202	5	80	2	1.0	2	[0.22941893, 0.0, 0.29181996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14768535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
92	40508	3	132	0	0.0	26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.68811661, 0.0, 0.10514673, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
93	14714	3	99	2	1.0	32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11087698, 0.0, 0.0, 0.13287006, 0.38638455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
94	20814	7	116	2	1.0	0	[0.78337443, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
95	16145	9	83	2	1.0	39	[0.0, 0.0, 0.0, 0.0, 0.14456443, 0.0, 0.12431943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15698829, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22833246, 0.0, 0.0, 0.0]
96	9926	3	92	0	0.0	29	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36561385, 0.0, 0.2900444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
97	4870	11	91	2	0.85	28	[0.28396234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31633604, 0.0, 0.0, 0.11726425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
98	3937	3	56	2	1.0	32	[0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.17394783, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.38827249, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755, 0.01067755]
99	3859	4	99	2	0.847	31	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10040879, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1908609, 0.0, 0.39031237, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
100	15504	3	81	2	1.0	40	[0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.1056224, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.0102007, 0.47614905, 0.0102007, 0.0102007]
101	42913	3	126	0	0.0	13	[0.0, 0.17029133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06843825, 0.0, 0.0, 0.23451729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06536683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13176061, 0.0, 0.0, 0.0, 0.11837678, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
102	60949	4	53	2	0.735	38	[0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.01278187, 0.46316144, 0.01278187, 0.01278187, 0.01278187, 0.01278187]
103	12907	3	63	2	1.0	38	[0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.20137729, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.01217123, 0.29960221, 0.01217123, 0.01217123, 0.01217123, 0.01217123]
